Section,Name,Type,Default,Description,Model,Estimator
Parameters,random_state,int,None,The seed of the pseudo random number generator that selects a random feature to update. Used when ``selection`` == 'random'. Pass an int for reproducible output across multiple function calls. See :term:`Glossary <random_state>`.,MultiTaskElasticNet,<class 'sklearn.linear_model._coordinate_descent.MultiTaskElasticNet'>
Attributes,selection,{'cyclic','cyclic',"If set to 'random', a random coefficient is updated every iteration rather than looping over features sequentially by default. This (setting to 'random') often leads to significantly faster convergence especially when tol is higher than 1e-4.",MultiTaskElasticNet,<class 'sklearn.linear_model._coordinate_descent.MultiTaskElasticNet'>
Attributes,intercept_,ndarray of shape (n_targets,,Independent term in decision function.,MultiTaskElasticNet,<class 'sklearn.linear_model._coordinate_descent.MultiTaskElasticNet'>
Attributes,coef_,ndarray of shape (n_targets,,"Parameter vector (W in the cost function formula). If a 1D y is passed in at fit (non multi-task usage), ``coef_`` is then a 1D array. Note that ``coef_`` stores the transpose of ``W``, ``W.T``.",MultiTaskElasticNet,<class 'sklearn.linear_model._coordinate_descent.MultiTaskElasticNet'>
Attributes,n_iter_,int,,Number of iterations run by the coordinate descent solver to reach the specified tolerance.,MultiTaskElasticNet,<class 'sklearn.linear_model._coordinate_descent.MultiTaskElasticNet'>
Attributes,dual_gap_,float,,The dual gaps at the end of the optimization.,MultiTaskElasticNet,<class 'sklearn.linear_model._coordinate_descent.MultiTaskElasticNet'>
Attributes,eps_,float,,The tolerance scaled scaled by the variance of the target `y`.,MultiTaskElasticNet,<class 'sklearn.linear_model._coordinate_descent.MultiTaskElasticNet'>
Attributes,sparse_coef_,sparse matrix of shape (n_features,,Sparse representation of the `coef_`.,MultiTaskElasticNet,<class 'sklearn.linear_model._coordinate_descent.MultiTaskElasticNet'>
Attributes,n_features_in_,int,,Number of features seen during :term:`fit`.,MultiTaskElasticNet,<class 'sklearn.linear_model._coordinate_descent.MultiTaskElasticNet'>
,feature_names_in_,ndarray of shape (`n_features_in_`,,Names of features seen during :term:`fit`. Defined only when `X` has feature names that are all strings.,MultiTaskElasticNet,<class 'sklearn.linear_model._coordinate_descent.MultiTaskElasticNet'>
Parameters,l1_ratio,float or list of float,0.5,"The ElasticNet mixing parameter, with 0 < l1_ratio <= 1. For l1_ratio = 1 the penalty is an L1/L2 penalty. For l1_ratio = 0 it is an L2 penalty. For ``0 < l1_ratio < 1``, the penalty is a combination of L1/L2 and L2. This parameter can be a list, in which case the different values are tested by cross-validation and the one giving the best prediction score is used. Note that a good choice of list of values for l1_ratio is often to put more values close to 1 (i.e. Lasso) and less close to 0 (i.e. Ridge), as in ``[.1, .5, .7, .9, .95, .99, 1]``.",MultiTaskElasticNetCV,<class 'sklearn.linear_model._coordinate_descent.MultiTaskElasticNetCV'>
Parameters,eps,float,1e-3,Length of the path. ``eps=1e-3`` means that ``alpha_min / alpha_max = 1e-3``.,MultiTaskElasticNetCV,<class 'sklearn.linear_model._coordinate_descent.MultiTaskElasticNetCV'>
Parameters,n_alphas,int,100,Number of alphas along the regularization path.,MultiTaskElasticNetCV,<class 'sklearn.linear_model._coordinate_descent.MultiTaskElasticNetCV'>
Parameters,alphas,array-like,None,"List of alphas where to compute the models. If not provided, set automatically.",MultiTaskElasticNetCV,<class 'sklearn.linear_model._coordinate_descent.MultiTaskElasticNetCV'>
Parameters,fit_intercept,bool,True,"Whether to calculate the intercept for this model. If set to false, no intercept will be used in calculations (i.e. data is expected to be centered).",MultiTaskElasticNetCV,<class 'sklearn.linear_model._coordinate_descent.MultiTaskElasticNetCV'>
Parameters,max_iter,int,1000,The maximum number of iterations.,MultiTaskElasticNetCV,<class 'sklearn.linear_model._coordinate_descent.MultiTaskElasticNetCV'>
Parameters,tol,float,1e-4,"The tolerance for the optimization: if the updates are smaller than ``tol``, the optimization code checks the dual gap for optimality and continues until it is smaller than ``tol``.",MultiTaskElasticNetCV,<class 'sklearn.linear_model._coordinate_descent.MultiTaskElasticNetCV'>
Parameters,cv,int,None,"Determines the cross-validation splitting strategy. Possible inputs for cv are: - None, to use the default 5-fold cross-validation, - int, to specify the number of folds. - :term:`CV splitter`, - An iterable yielding (train, test) splits as arrays of indices. For int/None inputs, :class:`~sklearn.model_selection.KFold` is used. Refer :ref:`User Guide <cross_validation>` for the various cross-validation strategies that can be used here. ``cv`` default value if None changed from 3-fold to 5-fold.",MultiTaskElasticNetCV,<class 'sklearn.linear_model._coordinate_descent.MultiTaskElasticNetCV'>
Parameters,copy_X,bool,True,"If ``True``, X will be copied; else, it may be overwritten.",MultiTaskElasticNetCV,<class 'sklearn.linear_model._coordinate_descent.MultiTaskElasticNetCV'>
Parameters,verbose,bool or int,0,Amount of verbosity.,MultiTaskElasticNetCV,<class 'sklearn.linear_model._coordinate_descent.MultiTaskElasticNetCV'>
Parameters,n_jobs,int,None,Number of CPUs to use during the cross validation. Note that this is used only if multiple values for l1_ratio are given. ``None`` means 1 unless in a :obj:`joblib.parallel_backend` context. ``-1`` means using all processors. See :term:`Glossary <n_jobs>` for more details.,MultiTaskElasticNetCV,<class 'sklearn.linear_model._coordinate_descent.MultiTaskElasticNetCV'>
Parameters,random_state,int,None,The seed of the pseudo random number generator that selects a random feature to update. Used when ``selection`` == 'random'. Pass an int for reproducible output across multiple function calls. See :term:`Glossary <random_state>`.,MultiTaskElasticNetCV,<class 'sklearn.linear_model._coordinate_descent.MultiTaskElasticNetCV'>
Attributes,selection,{'cyclic','cyclic',"If set to 'random', a random coefficient is updated every iteration rather than looping over features sequentially by default. This (setting to 'random') often leads to significantly faster convergence especially when tol is higher than 1e-4.",MultiTaskElasticNetCV,<class 'sklearn.linear_model._coordinate_descent.MultiTaskElasticNetCV'>
Attributes,intercept_,ndarray of shape (n_targets,,Independent term in decision function.,MultiTaskElasticNetCV,<class 'sklearn.linear_model._coordinate_descent.MultiTaskElasticNetCV'>
Attributes,coef_,ndarray of shape (n_targets,,"Parameter vector (W in the cost function formula). Note that ``coef_`` stores the transpose of ``W``, ``W.T``.",MultiTaskElasticNetCV,<class 'sklearn.linear_model._coordinate_descent.MultiTaskElasticNetCV'>
Attributes,alpha_,float,,The amount of penalization chosen by cross validation.,MultiTaskElasticNetCV,<class 'sklearn.linear_model._coordinate_descent.MultiTaskElasticNetCV'>
Attributes,mse_path_,ndarray of shape (n_alphas,,"Mean square error for the test set on each fold, varying alpha.",MultiTaskElasticNetCV,<class 'sklearn.linear_model._coordinate_descent.MultiTaskElasticNetCV'>
Attributes,alphas_,ndarray of shape (n_alphas,,"The grid of alphas used for fitting, for each l1_ratio.",MultiTaskElasticNetCV,<class 'sklearn.linear_model._coordinate_descent.MultiTaskElasticNetCV'>
Attributes,l1_ratio_,float,,Best l1_ratio obtained by cross-validation.,MultiTaskElasticNetCV,<class 'sklearn.linear_model._coordinate_descent.MultiTaskElasticNetCV'>
Attributes,n_iter_,int,,Number of iterations run by the coordinate descent solver to reach the specified tolerance for the optimal alpha.,MultiTaskElasticNetCV,<class 'sklearn.linear_model._coordinate_descent.MultiTaskElasticNetCV'>
Attributes,dual_gap_,float,,The dual gap at the end of the optimization for the optimal alpha.,MultiTaskElasticNetCV,<class 'sklearn.linear_model._coordinate_descent.MultiTaskElasticNetCV'>
Attributes,n_features_in_,int,,Number of features seen during :term:`fit`.,MultiTaskElasticNetCV,<class 'sklearn.linear_model._coordinate_descent.MultiTaskElasticNetCV'>
,feature_names_in_,ndarray of shape (`n_features_in_`,,Names of features seen during :term:`fit`. Defined only when `X` has feature names that are all strings.,MultiTaskElasticNetCV,<class 'sklearn.linear_model._coordinate_descent.MultiTaskElasticNetCV'>
Parameters,alpha,float,1.0,Constant that multiplies the L1/L2 term. Defaults to 1.0.,MultiTaskLasso,<class 'sklearn.linear_model._coordinate_descent.MultiTaskLasso'>
Parameters,fit_intercept,bool,True,"Whether to calculate the intercept for this model. If set to false, no intercept will be used in calculations (i.e. data is expected to be centered).",MultiTaskLasso,<class 'sklearn.linear_model._coordinate_descent.MultiTaskLasso'>
Parameters,copy_X,bool,True,"If ``True``, X will be copied; else, it may be overwritten.",MultiTaskLasso,<class 'sklearn.linear_model._coordinate_descent.MultiTaskLasso'>
Parameters,max_iter,int,1000,The maximum number of iterations.,MultiTaskLasso,<class 'sklearn.linear_model._coordinate_descent.MultiTaskLasso'>
Parameters,tol,float,1e-4,"The tolerance for the optimization: if the updates are smaller than ``tol``, the optimization code checks the dual gap for optimality and continues until it is smaller than ``tol``.",MultiTaskLasso,<class 'sklearn.linear_model._coordinate_descent.MultiTaskLasso'>
Parameters,warm_start,bool,False,"When set to ``True``, reuse the solution of the previous call to fit as initialization, otherwise, just erase the previous solution. See :term:`the Glossary <warm_start>`.",MultiTaskLasso,<class 'sklearn.linear_model._coordinate_descent.MultiTaskLasso'>
Parameters,random_state,int,None,The seed of the pseudo random number generator that selects a random feature to update. Used when ``selection`` == 'random'. Pass an int for reproducible output across multiple function calls. See :term:`Glossary <random_state>`.,MultiTaskLasso,<class 'sklearn.linear_model._coordinate_descent.MultiTaskLasso'>
Attributes,selection,{'cyclic','cyclic',"If set to 'random', a random coefficient is updated every iteration rather than looping over features sequentially by default. This (setting to 'random') often leads to significantly faster convergence especially when tol is higher than 1e-4.",MultiTaskLasso,<class 'sklearn.linear_model._coordinate_descent.MultiTaskLasso'>
Attributes,coef_,ndarray of shape (n_targets,,"Parameter vector (W in the cost function formula). Note that ``coef_`` stores the transpose of ``W``, ``W.T``.",MultiTaskLasso,<class 'sklearn.linear_model._coordinate_descent.MultiTaskLasso'>
Attributes,intercept_,ndarray of shape (n_targets,,Independent term in decision function.,MultiTaskLasso,<class 'sklearn.linear_model._coordinate_descent.MultiTaskLasso'>
Attributes,n_iter_,int,,Number of iterations run by the coordinate descent solver to reach the specified tolerance.,MultiTaskLasso,<class 'sklearn.linear_model._coordinate_descent.MultiTaskLasso'>
Attributes,dual_gap_,ndarray of shape (n_alphas,,The dual gaps at the end of the optimization for each alpha.,MultiTaskLasso,<class 'sklearn.linear_model._coordinate_descent.MultiTaskLasso'>
Attributes,eps_,float,,The tolerance scaled scaled by the variance of the target `y`.,MultiTaskLasso,<class 'sklearn.linear_model._coordinate_descent.MultiTaskLasso'>
Attributes,sparse_coef_,sparse matrix of shape (n_features,,Sparse representation of the `coef_`.,MultiTaskLasso,<class 'sklearn.linear_model._coordinate_descent.MultiTaskLasso'>
Attributes,n_features_in_,int,,Number of features seen during :term:`fit`.,MultiTaskLasso,<class 'sklearn.linear_model._coordinate_descent.MultiTaskLasso'>
,feature_names_in_,ndarray of shape (`n_features_in_`,,Names of features seen during :term:`fit`. Defined only when `X` has feature names that are all strings.,MultiTaskLasso,<class 'sklearn.linear_model._coordinate_descent.MultiTaskLasso'>
Parameters,eps,float,1e-3,Length of the path. ``eps=1e-3`` means that ``alpha_min / alpha_max = 1e-3``.,MultiTaskLassoCV,<class 'sklearn.linear_model._coordinate_descent.MultiTaskLassoCV'>
Parameters,n_alphas,int,100,Number of alphas along the regularization path.,MultiTaskLassoCV,<class 'sklearn.linear_model._coordinate_descent.MultiTaskLassoCV'>
Parameters,alphas,array-like,None,"List of alphas where to compute the models. If not provided, set automatically.",MultiTaskLassoCV,<class 'sklearn.linear_model._coordinate_descent.MultiTaskLassoCV'>
Parameters,fit_intercept,bool,True,"Whether to calculate the intercept for this model. If set to false, no intercept will be used in calculations (i.e. data is expected to be centered).",MultiTaskLassoCV,<class 'sklearn.linear_model._coordinate_descent.MultiTaskLassoCV'>
Parameters,max_iter,int,1000,The maximum number of iterations.,MultiTaskLassoCV,<class 'sklearn.linear_model._coordinate_descent.MultiTaskLassoCV'>
Parameters,tol,float,1e-4,"The tolerance for the optimization: if the updates are smaller than ``tol``, the optimization code checks the dual gap for optimality and continues until it is smaller than ``tol``.",MultiTaskLassoCV,<class 'sklearn.linear_model._coordinate_descent.MultiTaskLassoCV'>
Parameters,copy_X,bool,True,"If ``True``, X will be copied; else, it may be overwritten.",MultiTaskLassoCV,<class 'sklearn.linear_model._coordinate_descent.MultiTaskLassoCV'>
Parameters,cv,int,None,"Determines the cross-validation splitting strategy. Possible inputs for cv are: - None, to use the default 5-fold cross-validation, - int, to specify the number of folds. - :term:`CV splitter`, - An iterable yielding (train, test) splits as arrays of indices. For int/None inputs, :class:`~sklearn.model_selection.KFold` is used. Refer :ref:`User Guide <cross_validation>` for the various cross-validation strategies that can be used here. ``cv`` default value if None changed from 3-fold to 5-fold.",MultiTaskLassoCV,<class 'sklearn.linear_model._coordinate_descent.MultiTaskLassoCV'>
Parameters,verbose,bool or int,False,Amount of verbosity.,MultiTaskLassoCV,<class 'sklearn.linear_model._coordinate_descent.MultiTaskLassoCV'>
Parameters,n_jobs,int,None,Number of CPUs to use during the cross validation. Note that this is used only if multiple values for l1_ratio are given. ``None`` means 1 unless in a :obj:`joblib.parallel_backend` context. ``-1`` means using all processors. See :term:`Glossary <n_jobs>` for more details.,MultiTaskLassoCV,<class 'sklearn.linear_model._coordinate_descent.MultiTaskLassoCV'>
Parameters,random_state,int,None,The seed of the pseudo random number generator that selects a random feature to update. Used when ``selection`` == 'random'. Pass an int for reproducible output across multiple function calls. See :term:`Glossary <random_state>`.,MultiTaskLassoCV,<class 'sklearn.linear_model._coordinate_descent.MultiTaskLassoCV'>
Attributes,selection,{'cyclic','cyclic',"If set to 'random', a random coefficient is updated every iteration rather than looping over features sequentially by default. This (setting to 'random') often leads to significantly faster convergence especially when tol is higher than 1e-4.",MultiTaskLassoCV,<class 'sklearn.linear_model._coordinate_descent.MultiTaskLassoCV'>
Attributes,intercept_,ndarray of shape (n_targets,,Independent term in decision function.,MultiTaskLassoCV,<class 'sklearn.linear_model._coordinate_descent.MultiTaskLassoCV'>
Attributes,coef_,ndarray of shape (n_targets,,"Parameter vector (W in the cost function formula). Note that ``coef_`` stores the transpose of ``W``, ``W.T``.",MultiTaskLassoCV,<class 'sklearn.linear_model._coordinate_descent.MultiTaskLassoCV'>
Attributes,alpha_,float,,The amount of penalization chosen by cross validation.,MultiTaskLassoCV,<class 'sklearn.linear_model._coordinate_descent.MultiTaskLassoCV'>
Attributes,mse_path_,ndarray of shape (n_alphas,,"Mean square error for the test set on each fold, varying alpha.",MultiTaskLassoCV,<class 'sklearn.linear_model._coordinate_descent.MultiTaskLassoCV'>
Attributes,alphas_,ndarray of shape (n_alphas,,The grid of alphas used for fitting.,MultiTaskLassoCV,<class 'sklearn.linear_model._coordinate_descent.MultiTaskLassoCV'>
Attributes,n_iter_,int,,Number of iterations run by the coordinate descent solver to reach the specified tolerance for the optimal alpha.,MultiTaskLassoCV,<class 'sklearn.linear_model._coordinate_descent.MultiTaskLassoCV'>
Attributes,dual_gap_,float,,The dual gap at the end of the optimization for the optimal alpha.,MultiTaskLassoCV,<class 'sklearn.linear_model._coordinate_descent.MultiTaskLassoCV'>
Attributes,n_features_in_,int,,Number of features seen during :term:`fit`.,MultiTaskLassoCV,<class 'sklearn.linear_model._coordinate_descent.MultiTaskLassoCV'>
,feature_names_in_,ndarray of shape (`n_features_in_`,,Names of features seen during :term:`fit`. Defined only when `X` has feature names that are all strings.,MultiTaskLassoCV,<class 'sklearn.linear_model._coordinate_descent.MultiTaskLassoCV'>
Parameters,alpha,float or array-like of shape (n_features,1.0,"Additive (Laplace/Lidstone) smoothing parameter (set alpha=0 and force_alpha=True, for no smoothing).",MultinomialNB,<class 'sklearn.naive_bayes.MultinomialNB'>
Parameters,force_alpha,bool,True,"If False and alpha is less than 1e-10, it will set alpha to 1e-10. If True, alpha will remain unchanged. This may cause numerical errors if alpha is too close to 0. The default value of `force_alpha` changed to `True`.",MultinomialNB,<class 'sklearn.naive_bayes.MultinomialNB'>
Parameters,fit_prior,bool,True,"Whether to learn class prior probabilities or not. If false, a uniform prior will be used.",MultinomialNB,<class 'sklearn.naive_bayes.MultinomialNB'>
Attributes,class_prior,array-like of shape (n_classes,None,"Prior probabilities of the classes. If specified, the priors are not adjusted according to the data.",MultinomialNB,<class 'sklearn.naive_bayes.MultinomialNB'>
Attributes,class_count_,ndarray of shape (n_classes,,Number of samples encountered for each class during fitting. This value is weighted by the sample weight when provided.,MultinomialNB,<class 'sklearn.naive_bayes.MultinomialNB'>
Attributes,class_log_prior_,ndarray of shape (n_classes,,Smoothed empirical log probability for each class.,MultinomialNB,<class 'sklearn.naive_bayes.MultinomialNB'>
Attributes,classes_,ndarray of shape (n_classes,,Class labels known to the classifier,MultinomialNB,<class 'sklearn.naive_bayes.MultinomialNB'>
Attributes,feature_count_,ndarray of shape (n_classes,,"Number of samples encountered for each (class, feature) during fitting. This value is weighted by the sample weight when provided.",MultinomialNB,<class 'sklearn.naive_bayes.MultinomialNB'>
Attributes,feature_log_prob_,ndarray of shape (n_classes,,"Empirical log probability of features given a class, ``P(x_i|y)``.",MultinomialNB,<class 'sklearn.naive_bayes.MultinomialNB'>
Attributes,n_features_in_,int,,Number of features seen during :term:`fit`.,MultinomialNB,<class 'sklearn.naive_bayes.MultinomialNB'>
,feature_names_in_,ndarray of shape (`n_features_in_`,,Names of features seen during :term:`fit`. Defined only when `X` has feature names that are all strings.,MultinomialNB,<class 'sklearn.naive_bayes.MultinomialNB'>
Parameters,alpha,float or array-like of shape (n_features,1.0,"Additive (Laplace/Lidstone) smoothing parameter (set alpha=0 and force_alpha=True, for no smoothing).",MultinomialNB,<class 'sklearn.naive_bayes.MultinomialNB'>
Parameters,force_alpha,bool,True,"If False and alpha is less than 1e-10, it will set alpha to 1e-10. If True, alpha will remain unchanged. This may cause numerical errors if alpha is too close to 0. The default value of `force_alpha` changed to `True`.",MultinomialNB,<class 'sklearn.naive_bayes.MultinomialNB'>
Parameters,fit_prior,bool,True,"Whether to learn class prior probabilities or not. If false, a uniform prior will be used.",MultinomialNB,<class 'sklearn.naive_bayes.MultinomialNB'>
Attributes,class_prior,array-like of shape (n_classes,None,"Prior probabilities of the classes. If specified, the priors are not adjusted according to the data.",MultinomialNB,<class 'sklearn.naive_bayes.MultinomialNB'>
Attributes,class_count_,ndarray of shape (n_classes,,Number of samples encountered for each class during fitting. This value is weighted by the sample weight when provided.,MultinomialNB,<class 'sklearn.naive_bayes.MultinomialNB'>
Attributes,class_log_prior_,ndarray of shape (n_classes,,Smoothed empirical log probability for each class.,MultinomialNB,<class 'sklearn.naive_bayes.MultinomialNB'>
Attributes,classes_,ndarray of shape (n_classes,,Class labels known to the classifier,MultinomialNB,<class 'sklearn.naive_bayes.MultinomialNB'>
Attributes,feature_count_,ndarray of shape (n_classes,,"Number of samples encountered for each (class, feature) during fitting. This value is weighted by the sample weight when provided.",MultinomialNB,<class 'sklearn.naive_bayes.MultinomialNB'>
Attributes,feature_log_prob_,ndarray of shape (n_classes,,"Empirical log probability of features given a class, ``P(x_i|y)``.",MultinomialNB,<class 'sklearn.naive_bayes.MultinomialNB'>
Attributes,n_features_in_,int,,Number of features seen during :term:`fit`.,MultinomialNB,<class 'sklearn.naive_bayes.MultinomialNB'>
,feature_names_in_,ndarray of shape (`n_features_in_`,,Names of features seen during :term:`fit`. Defined only when `X` has feature names that are all strings.,MultinomialNB,<class 'sklearn.naive_bayes.MultinomialNB'>
Parameters,n_components,int or {'auto'} or None,'auto',"Number of components. If `None`, all features are kept. If `n_components='auto'`, the number of components is automatically inferred from W or H shapes. Added `'auto'` value. Default value changed from `None` to `'auto'`.",NMF,<class 'sklearn.decomposition._nmf.NMF'>
Parameters,init,{'random',None,"Method used to initialize the procedure. Valid options: - `None`: 'nndsvda' if n_components <= min(n_samples, n_features), otherwise random. - `'random'`: non-negative random matrices, scaled with: `sqrt(X.mean() / n_components)` - `'nndsvd'`: Nonnegative Double Singular Value Decomposition (NNDSVD) initialization (better for sparseness) - `'nndsvda'`: NNDSVD with zeros filled with the average of X (better when sparsity is not desired) - `'nndsvdar'` NNDSVD with zeros filled with small random values (generally faster, less accurate alternative to NNDSVDa for when sparsity is not desired) - `'custom'`: Use custom matrices `W` and `H` which must both be provided. When `init=None` and n_components is less than n_samples and n_features defaults to `nndsvda` instead of `nndsvd`.",NMF,<class 'sklearn.decomposition._nmf.NMF'>
Parameters,solver,{'cd','cd',Numerical solver to use: - 'cd' is a Coordinate Descent solver. - 'mu' is a Multiplicative Update solver. Coordinate Descent solver. Multiplicative Update solver.,NMF,<class 'sklearn.decomposition._nmf.NMF'>
Parameters,beta_loss,float or {'frobenius','frobenius',"Beta divergence to be minimized, measuring the distance between X and the dot product WH. Note that values different from 'frobenius' (or 2) and 'kullback-leibler' (or 1) lead to significantly slower fits. Note that for beta_loss <= 0 (or 'itakura-saito'), the input matrix X cannot contain zeros. Used only in 'mu' solver.",NMF,<class 'sklearn.decomposition._nmf.NMF'>
Parameters,tol,float,1e-4,Tolerance of the stopping condition.,NMF,<class 'sklearn.decomposition._nmf.NMF'>
Parameters,max_iter,int,200,Maximum number of iterations before timing out.,NMF,<class 'sklearn.decomposition._nmf.NMF'>
Parameters,random_state,int,None,"Used for initialisation (when ``init`` == 'nndsvdar' or 'random'), and in Coordinate Descent. Pass an int for reproducible results across multiple function calls. See :term:`Glossary <random_state>`.",NMF,<class 'sklearn.decomposition._nmf.NMF'>
Parameters,alpha_W,float,0.0,Constant that multiplies the regularization terms of `W`. Set it to zero (default) to have no regularization on `W`.,NMF,<class 'sklearn.decomposition._nmf.NMF'>
Parameters,alpha_H,"float or ""same""","""same""","Constant that multiplies the regularization terms of `H`. Set it to zero to have no regularization on `H`. If ""same"" (default), it takes the same value as `alpha_W`.",NMF,<class 'sklearn.decomposition._nmf.NMF'>
Parameters,l1_ratio,float,0.0,"The regularization mixing parameter, with 0 <= l1_ratio <= 1. For l1_ratio = 0 the penalty is an elementwise L2 penalty (aka Frobenius Norm). For l1_ratio = 1 it is an elementwise L1 penalty. For 0 < l1_ratio < 1, the penalty is a combination of L1 and L2. Regularization parameter *l1_ratio* used in the Coordinate Descent solver.",NMF,<class 'sklearn.decomposition._nmf.NMF'>
Parameters,verbose,int,0,Whether to be verbose.,NMF,<class 'sklearn.decomposition._nmf.NMF'>
Attributes,shuffle,bool,False,"If true, randomize the order of coordinates in the CD solver. *shuffle* parameter used in the Coordinate Descent solver.",NMF,<class 'sklearn.decomposition._nmf.NMF'>
Attributes,components_,ndarray of shape (n_components,,"Factorization matrix, sometimes called 'dictionary'.",NMF,<class 'sklearn.decomposition._nmf.NMF'>
Attributes,n_components_,int,,"The number of components. It is same as the `n_components` parameter if it was given. Otherwise, it will be same as the number of features.",NMF,<class 'sklearn.decomposition._nmf.NMF'>
Attributes,reconstruction_err_,float,,"Frobenius norm of the matrix difference, or beta-divergence, between the training data ``X`` and the reconstructed data ``WH`` from the fitted model.",NMF,<class 'sklearn.decomposition._nmf.NMF'>
Attributes,n_iter_,int,,Actual number of iterations.,NMF,<class 'sklearn.decomposition._nmf.NMF'>
Attributes,n_features_in_,int,,Number of features seen during :term:`fit`.,NMF,<class 'sklearn.decomposition._nmf.NMF'>
,feature_names_in_,ndarray of shape (`n_features_in_`,,Names of features seen during :term:`fit`. Defined only when `X` has feature names that are all strings.,NMF,<class 'sklearn.decomposition._nmf.NMF'>
Parameters,metric,"{""euclidean""","""euclidean""","Metric to use for distance computation. If `metric=""euclidean""`, the centroid for the samples corresponding to each class is the arithmetic mean, which minimizes the sum of squared L1 distances. If `metric=""manhattan""`, the centroid is the feature-wise median, which minimizes the sum of L1 distances. All metrics but `""euclidean""` and `""manhattan""` were deprecated and now raise an error. `metric='precomputed'` was deprecated and now raises an error",NearestCentroid,<class 'sklearn.neighbors._nearest_centroid.NearestCentroid'>
Parameters,shrink_threshold,float,None,Threshold for shrinking centroids to remove features.,NearestCentroid,<class 'sklearn.neighbors._nearest_centroid.NearestCentroid'>
Attributes,priors,"{""uniform""","""uniform""","The class prior probabilities. By default, the class proportions are inferred from the training data.",NearestCentroid,<class 'sklearn.neighbors._nearest_centroid.NearestCentroid'>
Attributes,centroids_,array-like of shape (n_classes,,Centroid of each class.,NearestCentroid,<class 'sklearn.neighbors._nearest_centroid.NearestCentroid'>
Attributes,classes_,array of shape (n_classes,,The unique classes labels.,NearestCentroid,<class 'sklearn.neighbors._nearest_centroid.NearestCentroid'>
Attributes,n_features_in_,int,,Number of features seen during :term:`fit`.,NearestCentroid,<class 'sklearn.neighbors._nearest_centroid.NearestCentroid'>
Attributes,feature_names_in_,ndarray of shape (`n_features_in_`,,Names of features seen during :term:`fit`. Defined only when `X` has feature names that are all strings.,NearestCentroid,<class 'sklearn.neighbors._nearest_centroid.NearestCentroid'>
Attributes,deviations_,ndarray of shape (n_classes,,"Deviations (or shrinkages) of the centroids of each class from the overall centroid. Equal to eq. (18.4) if `shrink_threshold=None`, else (18.5) p. 653 of [2]. Can be used to identify features used for classification.",NearestCentroid,<class 'sklearn.neighbors._nearest_centroid.NearestCentroid'>
Attributes,within_class_std_dev_,ndarray of shape (n_features,,Pooled or within-class standard deviation of input data.,NearestCentroid,<class 'sklearn.neighbors._nearest_centroid.NearestCentroid'>
,class_prior_,ndarray of shape (n_classes,,The class prior probabilities.,NearestCentroid,<class 'sklearn.neighbors._nearest_centroid.NearestCentroid'>
Parameters,n_neighbors,int,5,Number of neighbors to use by default for :meth:`kneighbors` queries.,NearestNeighbors,<class 'sklearn.neighbors._unsupervised.NearestNeighbors'>
Parameters,radius,float,1.0,Range of parameter space to use by default for :meth:`radius_neighbors` queries.,NearestNeighbors,<class 'sklearn.neighbors._unsupervised.NearestNeighbors'>
Parameters,algorithm,{'auto','auto',"Algorithm used to compute the nearest neighbors: - 'ball_tree' will use :class:`BallTree` - 'kd_tree' will use :class:`KDTree` - 'brute' will use a brute-force search. - 'auto' will attempt to decide the most appropriate algorithm based on the values passed to :meth:`fit` method. Note: fitting on sparse input will override the setting of this parameter, using brute force.",NearestNeighbors,<class 'sklearn.neighbors._unsupervised.NearestNeighbors'>
Parameters,leaf_size,int,30,"Leaf size passed to BallTree or KDTree.  This can affect the speed of the construction and query, as well as the memory required to store the tree.  The optimal value depends on the nature of the problem.",NearestNeighbors,<class 'sklearn.neighbors._unsupervised.NearestNeighbors'>
Parameters,metric,str or callable,'minkowski',"Metric to use for distance computation. Default is ""minkowski"", which results in the standard Euclidean distance when p = 2. See the documentation of `scipy.spatial.distance <https://docs.scipy.org/doc/scipy/reference/spatial.distance.html>`_ and the metrics listed in :class:`~sklearn.metrics.pairwise.distance_metrics` for valid metric values. If metric is ""precomputed"", X is assumed to be a distance matrix and must be square during fit. X may be a :term:`sparse graph`, in which case only ""nonzero"" elements may be considered neighbors. If metric is a callable function, it takes two arrays representing 1D vectors as inputs and must return one value indicating the distance between those vectors. This works for Scipy's metrics, but is less efficient than passing the metric name as a string.",NearestNeighbors,<class 'sklearn.neighbors._unsupervised.NearestNeighbors'>
Parameters,p,float (positive),2,"Parameter for the Minkowski metric from sklearn.metrics.pairwise.pairwise_distances. When p = 1, this is equivalent to using manhattan_distance (l1), and euclidean_distance (l2) for p = 2. For arbitrary p, minkowski_distance (l_p) is used.",NearestNeighbors,<class 'sklearn.neighbors._unsupervised.NearestNeighbors'>
Parameters,metric_params,dict,None,Additional keyword arguments for the metric function.,NearestNeighbors,<class 'sklearn.neighbors._unsupervised.NearestNeighbors'>
Attributes,n_jobs,int,None,The number of parallel jobs to run for neighbors search. ``None`` means 1 unless in a :obj:`joblib.parallel_backend` context. ``-1`` means using all processors. See :term:`Glossary <n_jobs>` for more details.,NearestNeighbors,<class 'sklearn.neighbors._unsupervised.NearestNeighbors'>
Attributes,effective_metric_,str,,Metric used to compute distances to neighbors.,NearestNeighbors,<class 'sklearn.neighbors._unsupervised.NearestNeighbors'>
Attributes,effective_metric_params_,dict,,Parameters for the metric used to compute distances to neighbors.,NearestNeighbors,<class 'sklearn.neighbors._unsupervised.NearestNeighbors'>
