Process,Categorization,Word,Definition
Organization,Definition,Process,"Terminology created by myself and utilized to identify the abstract level of how I would classiify items for inclusion of Notes and Definitions. Process is the HIGHEST level of abstraction, within a classification system. NOTE: The use of this differs sligtly across Notes and Definitions tabs, specifically the Highest Level of abstraction differs, with Definitions including MULTIPLE levels of abstraction, both at a individual concept level and at a Overall level. Please refer to Read Me for examples."
Organization,Definition,Word,Self Explanatory
Organization,Definition,Policy ,"It defines mandatory rules, principles, or standards that guide decision-making and behavior across the organization."
Organization,Definition,Process,"High level, strategic sequence of related tasks or activities that transform inputs into outputs to achieve a specific goal."
Organization,Definition,Procedure,"Is a detailed, step by step set of instructions on how to perform a specific task or part of a process."
Organization,Definition,RASCI,"RASCI is a responsibility assignment framework used to clarify who does the work, who is accountable, and who must be involved or informed for a given activity, decision, or deliverable."
Organization,Definition,Ownership,"State of having end-to-end accountability for a product, service, policy, process, or outcome, including its performance, quality, and continuous improvement over time."
Organization,Definition,Stewardship,"Responsibility to safeguard, maintain, and optimize an asset on behalf of the organization, ensuring it is used appropriately, consistently, and in compliance with policy."
Tooling,Definition,Pytorch,"PyTorch is an open-source deep learning framework primarily used for research, experimentation, and custom model development. It features eager execution and dynamic computation graphs, which allow models to run and be debugged step by step like standard Python code. PyTorch is highly Pythonic and integrates naturally with the scientific Python ecosystem, making it well suited for rapid prototyping and novel model architectures. A common limitation is that additional engineering effort may be required when moving experimental models into large-scale production environments."
Tooling,Definition,Tensor Flow,"TensorFlow is an open-source machine learning framework designed to support building, training, and deploying models across a wide range of platforms. It provides high-level APIs that simplify model creation while also offering tools for large-scale, production-grade deployment. TensorFlow’s ecosystem includes specialized solutions for serving, mobile, and web environments, making it suitable for enterprise and embedded use cases. Its complexity and abstraction layers can introduce a steeper learning curve for low-level customization."
Tooling,Definition,Spark,"A fast and general engine for large scale data processing. Distributes information across nodes to limit strain and bottleneck on individual machine. Runs ontop of a cluster Manager, script like any other script, Spark knows how to distribute . Master Program run code and manages interactions between slave tasks (executors). Can run ontop of a Hadoop Cluster – Yarn. Fault tolerant – allows node to go down without crashing or restarting job. A distributed processing framework written primarily in the Scala programming language. The framework offers different language APIs on top of the core Scala-based framework. Spark maintains MapReduce’s linear scalability and fault tolerance, but extends it in three important ways: First, rather than relying on a rigid map-then-reduce format, its engine can execute a more general directed acyclic graph of operators. This means that in situations where MapReduce must write out intermediate results to the distributed filesystem, Spark can pass them directly to the next step in the pipeline. Second, it complements its computational capability with a rich set of transformations that enable users to express computation more naturally. Out-of-the-box functions are provided for various tasks, including numerical computation, datetime processing, and string manipulation. Third, Spark extends its predecessors with in-memory processing. This means that future steps that want to deal with the same dataset need not recompute it or reload it from disk. Spark is well-suited for highly iterative algorithms as well as ad hoc queries.
Apache Spark is an open-source, distributed computing system designed for fast processing of large-scale data by performing tasks in-memory, which significantly speeds up computation compared to disk-based systems like Hadoop. Spark is particularly known for its lazy evaluation model, where transformations on data (such as map or filter) are not executed immediately but are only computed when an action (like collect or reduce) is triggered. This allows Spark to optimize the execution plan by minimizing the number of data passes and combining transformations. Unlike traditional systems that rely heavily on disk storage, Spark primarily keeps data in memory, leading to faster processing, though it can spill to disk if memory limits are exceeded. This design makes it highly efficient for iterative machine learning algorithms and interactive data analytics. Overhead using PySpark because of conversation to Java, P4J Python for Java.Difference Between PySpark and Python Terminal. PySpark, session is already active."
Tooling,Definition,Azure Synapse Analytics,"Azure Synapse Analytics provides a single, cloud-scale platform that supports multiple analytical technologies; enabling a consolidated and integrated experience for data engineers, data analysts, data scientists, and other professionals who need to work with data."
Tooling,Definition,FastAPI,"Simplified Framework for creating API and dstributing. You lose some control relative to Flask, however you gain simplicity, do not need to think about and address ever detail."
Tooling,Definition,Pydantic,"Pydantic is a data validation and settings management library in Python, primarily used to validate data against a specific data model (schema) and to parse and serialize complex data types. A ""Pydantic model"" refers to a class definition in Python that inherits from pydantic.BaseModel. These models define the structure of data that you expect to receive or send in your application and allow you to enforce constraints on that data."
Tooling,Definition,Gradio,Open Source Web Based Python Library for customizable web-based user interfaces
Tooling,Definition,Vector Database,"Specialized data storage system designed to store and search high-dimensional vector representations (embeddings) of data such as text, images, audio, or other unstructured content. These vectors are typically produced by machine learning models and capture the semantic meaning or similarity between items, enabling searches based on meaning rather than exact matches. Vector databases became prominent with the rise of deep learning and large language models, which rely on embeddings for tasks like recommendation, semantic search, and retrieval-augmented generation (RAG). Their importance lies in enabling fast similarity searches across millions or billions of vectors, which is essential for modern AI applications. Unlike traditional databases that use exact matches or structured queries (e.g., SQL), vector databases use approximate nearest neighbor (ANN) algorithms to find the most similar items based on distance metrics such as cosine similarity or Euclidean distance."
Tooling,Definition,LlamaIndex,"Python framework designed to help connect large language models (LLMs) with external data sources such as files, databases, and APIs. It provides tools for ingesting, structuring, indexing, and retrieving data so LLMs can query information beyond their training data. LlamaIndex supports multiple data loaders, indexing strategies, and retrieval methods to enable retrieval-augmented generation (RAG) workflows. It is commonly used to build LLM-powered search, question-answering, and knowledge-assistant applications."
Tooling,Spark,Action,"In Spark, actions trigger the execution of transformations and return a result to the driver. The collect action retrieves all elements of an RDD and brings them to the driver, while count returns the total number of elements in the RDD, and countByValue provides the frequency of each unique element. take retrieves the first N elements, top returns the largest N elements, and reduce applies a specified associative function to aggregate all the elements of the RDD into a single result."
Tooling,Spark,Narrow Transformation,"Each partition of the parent RDD is used by at most one partition of the child RDD. This means that data is not shuffled across the network between partitions, and each transformation can be executed locally on the same node. Examples of narrow transformations include map, filter, and flatMap. Because they don't involve data movement, narrow transformations are more efficient.]"
Tooling,Spark,Resilient Distributed Dataset (RDD),"Fundamental data structure in Apache Spark, representing an immutable, distributed collection of objects that can be processed in parallel across a cluster. RDDs provide fault tolerance through lineage, which means they can automatically recompute lost data due to node failures by keeping track of the transformations applied to the original dataset. They support two types of operations: transformations (e.g., map, filter) that define a new RDD from an existing one, and actions (e.g., collect, reduce) that return a result or save it to external storage. RDDs are designed to handle large-scale data processing efficiently, providing users with control over partitioning and persistence in memory or on disk. RDD are Key Value Pairs. They are also the original and simplest from of Data in spark."
Tooling,Spark,SparkConf,"This is used to configure the settings of Spark, such as the master node, application name, etc"
Tooling,Spark,SparkContext,"The entry point to low-level Spark functionalities, including creating and managing RDDs. It provides the connection to the cluster and manages job execution."
Tooling,Spark,Transformations,"In Spark, transformations are operations that create a new RDD from an existing one. The map transformation applies a 1-to-1 function mapping, creating a new RDD where each input element has one corresponding output, while flatMap allows 1-to-X mapping, potentially returning more or fewer elements than the input. Other transformations include filter (selects elements that satisfy a condition), distinct (removes duplicates), sample (extracts a random subset), union (combines two RDDs), intersection (returns common elements between multiple RDDs), subtract (removes elements found in another RDD), and cartesian (produces all combinations of elements from two RDDs)."
Tooling,Spark,Pyspark,"It is the storage layer of the Apache Hadoop ecosystem, designed to store and manage large volumes of data across a distributed cluster of machines. Files are split into blocks (default: 128MB or 256MB).These blocks are distributed across multiple nodes in a cluster.Each block is replicated (default: 3 copies) across different machines. If one node fails, data is still accessible from other nodes.Files in HDFS are typically written once and read many times. Optimized for streaming reads of large files, not quick random access."
Tooling,Spark,SparkSQL,"A Spark module for structured data processing. It is part of the core Spark framework and accessible through all of its language APIs, including PySpark."
Tooling,Hadoop,HDFS,"It is the storage layer of the Apache Hadoop ecosystem, designed to store and manage large volumes of data across a distributed cluster of machines. Files are split into blocks (default: 128MB or 256MB).These blocks are distributed across multiple nodes in a cluster.Each block is replicated (default: 3 copies) across different machines. If one node fails, data is still accessible from other nodes.Files in HDFS are typically written once and read many times. Optimized for streaming reads of large files, not quick random access. Hadoop Distributed File System."
Tooling,Paradigm,Distributed Computing,"A simple way to think about distributed systems is that they are a group of independent computers that appear to the end user as a single computer. They allow for horizontal scaling. That means adding more computers rather than upgrading a single system (vertical scaling). The latter is relatively expensive and often insufficient for large workloads. Distributed systems are great for scaling and reliability but also introduce complexity when it comes to design, construction, and debugging. One should understand this trade-off before opting for such a tool. A great tool when: Data does not fit into RAM, must be partitioned, Increases Cost of Moving Data, Memory Faster than Harddrive, Increased cost and risk of failure."
Validation,Procedure,Confusion Matrix,"Table used to evaluate the performance of a classification model by comparing predicted labels to actual labels. It summarizes the counts of true positives, true negatives, false positives, and false negatives, providing a detailed view of where the model makes correct and incorrect predictions. This breakdown supports the calculation of metrics such as accuracy, precision, recall, and F1 score."
Validation,Procedure,K Fold Cross Validation,"Application of Cross Validation. Method for increasing ability to generlize results by segregating Training Data into K folds, such that the model never predicts on data it has seen. As an example, if Folds = 10 and x=100, each of the iterations would hold out 10 examples (such that all examples were held out in a iteration) and when the data was held out the model would predict. To reiterate, it helps with generalization, it does not increase performance, does not average and does not boost. It does materially increase training time. Primarily useful when data limitation exist, you're early on in development and want to prevent leakage or get cursory results. Also can provide a truer indication of performance based Metrics."
Validation,Procedure,Startified Cross Validation,"Increasing the Principle of Cross Validation and ensuring that the data is split into statistically represented folds, which when data is not IID could be considered valuable to ensure that inference is accurate and representative."
Validation,Function,Accuracy,Number of correctly classified examples divided by the total number of classified examples.
ML Definitions,Definition,Multimodal AI,"Artificial intelligence systems that can process and integrate multiple types of data, such as text, images, audio, and video, to perform tasks"
ML Definitions,Definition,Learning Type,"Describes how the model or technique learns from data, specifically the nature of the labels or feedback it receives during training. It distinguishes whether learning is driven by known outcomes (Supervised), structure discovery without labels (Unsupervised), or performance assessment rather than learning itself (Evaluation). This column anchors where in the ML lifecycle a concept operates."
ML Definitions,Definition,Algorithm Classification ,"Describes the primary task or problem the algorithm is designed to solve, independent of its mathematical form. It answers the question: What kind of output or decision does this algorithm produce? This column is essential for aligning techniques to business or analytical objectives rather than implementation details."
ML Definitions,Definition,Model Type,Captures the structural or mathematical nature of how an algorithm represents relationships in data. It reflects the inductive bias of the model—how it assumes patterns are formed—rather than what task it performs. This column helps explain why models behave differently even when solving the same problem.
ML Definitions,Definition,Embedding,"Numerical vector representation of data—such as words, sentences, images, or users—designed to capture its meaning, features, or relationships in a mathematical form. The concept originates from fields like linear algebra and representation learning, where complex or unstructured data is mapped into a continuous, high-dimensional space. In this space, items with similar meanings or characteristics are located closer together, enabling machines to compare and reason about them using distance or similarity measures. Embeddings are important because they allow machine learning models to work effectively with text, images, and other unstructured data by converting them into a form algorithms can process. They are widely used in applications such as semantic search, recommendation systems, clustering, and large language model pipelines like retrieval-augmented generation (RAG)."
ML Definitions,Guiding Principle,XOR,"Logical operation that outputs true when exactly one of its inputs is true, but not both. It originates from Boolean algebra and early digital logic design. XOR is important in machine learning because it represents a classic example of a non-linearly separable problem. This made it historically significant in exposing the limitations of single-layer perceptrons. XOR is widely used in cryptography, digital circuits, and as a teaching example for neural networks and feature interactions."
Behavioural Economics,Definition,Anchoring Effect,"A cognitive bias where people rely too heavily on the first piece of information (the “anchor”) when making decisions. Once an anchor is set, it influences subsequent judgments, even if it’s arbitrary or unrelated. For example, when asked whether the Eiffel Tower is taller or shorter than 500 feet, people’s estimates will cluster around that number. This bias can affect pricing, negotiations, and even forecasting."
Behavioural Economics,Definition,Base Rate Fallacy,"People ignore or undervalue general statistical information (the base rate) and focus instead on specific information, often leading to incorrect conclusions. In decision-making, individuals may give more weight to anecdotal or vivid information, despite the broader statistical reality that should influence their judgment. Imagine a test for a rare disease that is 95% accurate. The disease affects 1 in 10,000 people. If a person tests positive, many might assume the likelihood of them having the disease is high. However, considering the base rate (the rarity of the disease), the probability of actually having the disease is still very low. In this scenario, the base rate fallacy would be ignoring the low prevalence of the disease (the base rate) and overestimating the accuracy of the test result, leading to an exaggerated belief in the likelihood of the person having the disease. The fallacy demonstrates how people's intuitive reasoning often neglects the significance of background statistical data in favor of more attention-grabbing or salient information."
Behavioural Economics,Definition,Beaucratic Politics,"Organization decision making paradign in which decisions are made based solely on who is making the decision, specifically, they will decide in their own best interests. Counters prevelant theory in which a rational, fair or logical decision making process will occur."
Behavioural Economics,Definition,Biased Assimilation,Tendency to interpret information in a way that supports a desired conclusion. 
Behavioural Economics,Definition,Blind spot bias,"Cognitive bias where people are unaware of their own biases, while easily recognizing the biases in others.  People tend to believe they are more objective, rational, and less susceptible to biases than others, even though they may exhibit the same biases in their own thinking. Self-awareness gap: People can easily identify cognitive biases (like confirmation bias, motivated reasoning, or stereotyping) in others, but fail to recognize these biases in themselves. Overconfidence in objectivity: Individuals often overestimate their own ability to reason without bias, which can lead to an inflated sense of confidence in their decisions and beliefs. Resistance to feedback: Blind spot bias can make people resistant to feedback, because they believe that they’re viewing situations or information more objectively than they actually are."
Behavioural Economics,Definition,Confirmation Bias,"Also known as Selective Perception. What people see can be strongly shaped by what they believe, using the example of a study which occurred during a especially dirty Princeton Dartmouth Football game. After the game people were asked to comment which team was ""Dirtier"" and results were based on which team individuals had allegiance with.

Tendency to search for, interpret, and remember information in a way that confirms one’s preexisting beliefs or hypotheses. People often ignore or downplay evidence that contradicts their views. This bias can reinforce stereotypes, polarize opinions, and skew data interpretation. It’s especially important to watch for in research, media consumption, and decision-making."
Behavioural Economics,Definition,Fact Believability,"Facts about this epidemic that have lasted a few days are far more reliable than the latest ‘facts’ that have just come out, which may be erroneous or unrepresentative and thus misleading . . . a question that today can be answered [by] only informed belief may perhaps be answered with a fact tomorrow."
Behavioural Economics,Definition,Facts Vs Statistics,"More likely to die in accident in evening than in morning. More drivers in evening than in morning.
More likely to die in clear weather than fog. More time occurs without fog, what does it actually mean???
9:1000 vs 16:1000 deaths in Navy vs NY. Who is in Navy, young healthy men, vs everyone else.
Polio record cases 1952, more babies, financial incentives, changes on reporting standards, etc..
Population in rural China, 28M then 5years later 108M. Survey 1 was related to Military conscription, Survey 2 famine and relief"
Behavioural Economics,Definition,Fast statistics ,"Immoderate, intuitive, visceral, and powerful."
Behavioural Economics,Definition,Slow statistics,Thoughtful gathering of unbiased information.
Behavioural Economics,Definition,Truth-default theory ,"54% accurate identifying liar. We can identify truth tellers far more easily, bad at identifying liars. We start in a default position of believing people and only when substantial evidence to the contrary presents itself do we change our position. In fact, we can even trivialize information away that in hindsight it rather pertinent. In a social experiement, teacher leaves room, answers are available, rando we’ve never met encouraging us to cheat."
Behavioural Economics,Definition,Illusion of Asymmetric Insights,"The Belief that we know others better than they know us and that we may have insights about them that they lack (but not vice versa). As explained by the fill in the blanks word game, the words don’t define me, yet they do define others. CIA Officers. Judges. "
Behavioural Economics,Definition,Intertemporal choice, Refers to decisions that involve trade-offs between costs and benefits occurring at different points in time
Behavioural Economics,Definition,Motivated reasoning,"Cognitive phenomenon where people process information in a biased way to support their existing beliefs, desires, or emotions. Instead of evaluating evidence objectively, individuals interpret information in a way that aligns with their preferred conclusions or outcomes. Directional reasoning: When people want to arrive at a specific conclusion, they give more weight to evidence that supports their desired belief and discount or dismiss evidence that contradicts it. Accuracy reasoning: In contrast, this occurs when individuals are genuinely motivated to arrive at a correct or objective conclusion. They carefully analyze all available evidence regardless of whether it supports their initial belief. 
Type of cognitive bias where people process information in a way that aligns with their preexisting beliefs, desires, or emotions, rather than objectively evaluating the facts"
Behavioural Economics,Definition,Naive realism,"Naïve realism is a concept from social psychology and philosophy that describes the human tendency to believe that we see the world objectively, and that other people who disagree must be uninformed, irrational, or biased.  
Naïve realism explains why disagreements can become hostile. We assume others are irrational or malicious instead of recognizing legitimate differences in perspective or interpretation. It makes it harder to understand or appreciate others’ viewpoints, since we believe our view is the only valid one.It contributes to us-vs-them mentalities in politics and culture. Each side thinks it's simply seeing ""facts,"" while the other is deluded.In workplaces or teams, naïve realism can block constructive dialogue and creative problem-solving by dismissing dissenting ideas too quickly."
Behavioural Economics,Definition,Ostrich Effect,"cognitive bias where people avoid information they perceive as potentially unpleasant or negative—like an ostrich metaphorically ""burying its head in the sand"" to avoid danger (even though real ostriches don’t actually do this)."
Behavioural Economics,Definition,Unitended Consequences KPIs,"Must consider what adverse effects one might create when measuring. Doctors won’t operate on sick patients. Data needs to be understood. Maximum day wait for appointment, doctors stopped taking appointments."
Behavioural Economics,Definition,What Meaning Does a KPI actually have?,"Before we figure out whether nurses have had a pay raise, first find out what is meant by “nurse.” 
Before lamenting the prevalence of self-harm in young people, stop to consider whether you know what “self-harm” is supposed to mean. Before concluding that inequality has soared, ask, “Inequality of what?” Demanding a short, sharp answer to the question “Has inequality risen?” is not only unfair, but strangely incurious. If we are curious instead, and ask the right questions, deeper insight is within easy reach.
Net Wealth not indicative of poverty, Doctor who just finished med school with $100k in debt.
The billion poorest people who have a net worth of Zero might be poorer than someone with $5 as $0 doesn’t add up fast."
Behavioural Economics,Definition,Organizations," Great at solving Problems. Bad at diagnosing problems. 
You should never trust large organizations, on the best day they’re incompetent, on a bad day they’re crooked."
Behavioural Economics,Definition,Think about the Medium,"Weekly, daily, hourly—the metronome of the news clock changes the very nature of what is news. Daily news always seems more informative than rolling news; weekly news is typically more informative than daily news."
Theorem,Definition,Occam's Razor,"Philosophical principle that suggests when faced with multiple explanations for a phenomenon, the simplest one is often the best. It emphasizes minimizing unnecessary assumptions and complexity while ensuring the explanation or solution remains sufficient to address the problem. Simpler models or explanations are easier to understand, communicate, and test, they avoid overfitting, and provides a heuristic for prioritizing hypotheses that require fewer assumptions, allowing for a more structured and efficient approach to problem-solving."
Theorem,Definition,Pareto Principle,"80/20 Rule, is a principle named after the Italian economist Vilfredo Pareto, who observed that roughly 80% of the effects come from 20% of the causes."
Theorem,Definition,Parkinson's law of triviality,"When a group is asked to make decisions, they often spend the most time on the simplest, least important aspects because these are easier to understand and discuss. For example, in a meeting to approve the budget for a nuclear power plant, more time might be spent discussing the design of a bike shed for employees than on the complex technicalities of the plant itself. This is because everyone understands and feels competent to discuss the bike shed, but few are knowledgeable enough to weigh in on the technical aspects of the power plant. Misallocation of Resources: The law of triviality suggests that important decisions are often overshadowed by trivial ones, leading to a misallocation of attention and resources. Cognitive Bias: People tend to focus on topics they feel more comfortable with, even if those topics are less critical. This can result in ineffective decision-making where the more significant and complex issues are neglected."
Theorem,Definition,Parkinson's' Law,work expands to fill the time available for its completion
Data Engineering,Definition,Cache,"Cache takes load away from critical systems. Databases. Things that are looked up every second, minute. Can Cache at every layer.  Memory Buffers exist everywhere. Authentication is terrible caching. Don't Cache purchases and refunds. Search Queries, too broad. Can't cache transaction."
Data Engineering,Definition,API Processing,"API processing involves handling requests and responses through an Application Programming Interface to enable system-to-system communication. It emerged alongside service-oriented and later microservices architectures. Its importance lies in enabling modular, scalable, and interoperable systems. API processing is fundamental to modern applications, allowing real-time access to models, databases, and services. In ML systems, APIs are often used to deploy models for inference in production."
Data Engineering,Definition,Batch Processing,"Batch processing refers to executing data processing tasks on large volumes of data all at once, rather than continuously or in real time. It originated in early mainframe computing, where jobs were collected and run during scheduled windows. Its importance lies in efficiency and scalability, making it ideal for heavy computations and historical analysis. Batch processing is commonly used in data warehousing, ETL pipelines, and large-scale machine learning training. It prioritizes throughput over latency."
Data Engineering,Definition,Wrapper,A wrapper is a small piece of code whose only job is to run something else in a controlled way. It doesnt change the code.It does not change your program’s logic. It just sets up the environment and then calls the real program.
Data Engineering,Definition,Shebang,First line of a script that tells the operating system which interpreter should be used to run that file.
Data Engineering,Definition,Latency,"Time delay between a request being made and the corresponding response being received. It originates from telecommunications and systems engineering. Latency is important because it directly impacts user experience, system responsiveness, and real-time decision-making. In data and ML systems, latency constraints often drive architectural choices and model complexity. It is a critical consideration in APIs, streaming systems, and real-time inference pipelines."
Data Engineering,Definition,Service Oriented Architecture,"Software design paradigm where functionality is organized into reusable, loosely coupled services that communicate over standardized interfaces. It emerged in the early 2000s as enterprises sought scalable and interoperable systems. SOA is important because it enables modularity, reuse, and organizational alignment between business capabilities and technical services. It is commonly applied in large enterprise systems, integration platforms, and legacy modernization efforts. SOA often emphasizes governance, shared infrastructure, and centralized control."
Data Engineering,Definition,Microservies Architecture,"Approach that structures applications as a collection of small, independently deployable services focused on a single business capability. It evolved from SOA, driven by cloud computing, DevOps, and scalability demands. Microservices are important because they enable rapid iteration, fault isolation, and independent scaling. They are widely used in modern cloud-native applications and ML platforms where services such as data ingestion, training, and inference are separated. Microservices trade operational simplicity for architectural flexibility."
Data Engineering,Automating Python,Creating Shell,"mkdir -p ~/scripts ~/logs
nano ~/scripts/automated_job_name.sh
#!/bin/bash
/Users/derekdewald/anaconda3/envs/d2/bin/python /Users/derekdewald/Documents/Python/Github_Repo/automated_py_jobs/daily_job.py
chmod +x ~/scripts/daily_d_py_job.sh"
Data Engineering,Automating Python,Creating Automated Task,"
<?xml version=""1.0"" encoding=""UTF-8""?>
<!DOCTYPE plist PUBLIC ""-//Apple//DTD PLIST 1.0//EN""
""http://www.apple.com/DTDs/PropertyList-1.0.dtd"">
<plist version=""1.0"">
<dict>
    <key>Label</key>
    <string>com.derekdewald.daily_d2_job</string>

    <key>ProgramArguments</key>
    <array>
        <string>/Users/derekdewald/scripts/run_d2_job.sh</string>
    </array>

    <key>StartCalendarInterval</key>
    <dict>
        <key>Hour</key><integer>22</integer>
        <key>Minute</key><integer>57</integer>
    </dict>

    <key>StandardOutPath</key>
    <string>/Users/derekdewald/logs/d2_job.out</string>

    <key>StandardErrorPath</key>
    <string>/Users/derekdewald/logs/d2_job.err</string>
</dict>
</plist>

launchctl load ~/Library/LaunchAgents/com.derekdewald.daily_d2_job.plist"
Data Engineering,Automating Python,Testing Shell,~/scripts/daily_shell_job.sh
Data Engineering,Processing,Wall Time,"Real-world elapsed time between the start and end of an operation, including time spent waiting (e.g., I/O, sleep, or other processes). "
Data Engineering,Processing,Process Time,"CPU time consumed by the current process, excluding time spent waiting or idle."
Graph Theory,Definition,Centrality,
Graph Theory,Definition,Edge Weght,
Graph Theory,Definition,Edges,
Graph Theory,Definition,Nodes,
Graph Theory,Definition,Page Rank,
Machine Learning Operations,Definition,MLOps,"(Machine Learning Operations) framework is a structured set of practices, tools, and processes used to develop, deploy, monitor, and maintain machine-learning models in production in a reliable and repeatable way. It extends ideas from DevOps into ML, addressing ML-specific challenges such as data versioning, model drift, reproducibility, and continuous retraining. An MLOps framework defines how models move from experimentation to production, how changes are tracked, and how performance is governed over time. Without MLOps, ML systems tend to break silently, become impossible to reproduce, or drift away from real-world performance."
Model Type,Parameter,Linear Models,"Linear models assume a linear relationship between input features and the target, meaning changes in inputs produce proportional changes in outputs. They represent patterns using weighted sums of features and are valued for interpretability, stability, and computational efficiency. Models belong here only if the core decision function is linear in the parameters, even if the inputs are transformed beforehand."
Model Type,Parameter,Nonlinear Models,"Models which capture relationships that cannot be represented as a straight-line combination of inputs. They allow interactions, thresholds, and curvature to emerge naturally from the model structure rather than explicit feature engineering. A model belongs here if nonlinearity is intrinsic to the learning mechanism, not merely the result of preprocessing."
Model Type,Parameter,Tree-Based Models,"Models which learn decision rules by recursively splitting the feature space into regions based on threshold conditions. They originate from decision theory and are prized for interpretability, handling mixed data types, and capturing nonlinear interactions without feature scaling. A model belongs here if its primary structure is a decision tree, regardless of whether it is used alone or in combination."
Model Type,Parameter,Ensemble Models,"Models which combine multiple base models to produce a single, usually more robust, prediction. The core idea is that diverse models can compensate for one another’s errors, improving generalization and stability. A model belongs here if multiple learners are explicitly trained and aggregated as part of the algorithm."
Model Type,Parameter,Instance Based Models,Models which make predictions by directly comparing new observations to stored training examples rather than learning a global model. They defer learning until inference time and rely heavily on distance or similarity measures. A model belongs here if predictions are driven primarily by local neighborhood relationships.
Model Type,Parameter,Probabilistic Models,"Models which explicitly represent uncertainty by modeling data as random variables governed by probability distributions. They produce likelihoods or posterior probabilities rather than only point estimates. A model belongs here if probability theory is central to its formulation, not merely an output option."
Model Type,Parameter,Neural Models,"Models which learn representations through layers of interconnected units inspired by biological neurons. They are highly expressive and excel at capturing complex, hierarchical patterns in large datasets. A model belongs here if learning occurs via weighted layers optimized through gradient-based training."
Model Type,Parameter,Kernel-based Models,"Models which  implicitly map data into high-dimensional feature spaces to make complex patterns linearly separable. They rely on similarity functions rather than explicit feature construction. A model belongs here if a kernel function is central to learning, not optional."
Model Type,Parameter,Rule-base Models,Models which operate using explicit if–then logical rules that define decision boundaries. These rules may be learned from data or manually specified and prioritize transparency and control over flexibility. A model belongs here if decision logic is expressed directly as interpretable rules.
Model Type,Parameter,Meta Models,"Models which operate on top of other models, either by combining, selecting, calibrating, or learning from their outputs. They do not model raw data directly but instead reason about predictions or model behavior. A model belongs here if its inputs are outputs of other models."
Generative AI,Definition,Prompt Engineering,"The art and science of crafting effective inputs for large language models to generate desired outputs. As language models have evolved in capability and size, so too has the importance of how we communicate with them. Prompt engineering involves strategically designing text prompts that guide an AI model's responses toward specific goals, formats, or reasoning patterns."
Generative AI,Definition,In Context Learning,"represents one of the most fascinating capabilities of modern large language models. It is a model's ability to ""learn"" from examples provided directly within the prompt itself, without any updates to its underlying parameters or weights. This capability allows models to adapt to new tasks or domains simply by demonstrating what success looks like through examples."
Generative AI,Definition,Zero-shot prompting,"Technique where the model performs a task without any examples or prior specific training on that task. This approach tests the model's ability to understand instructions and apply its knowledge to a new context without demonstration. Zero-shot prompts typically include clear instructions about what the model should do, allowing it to leverage its pre-trained knowledge effectively."
Generative AI,Definition,One-shot prompting,"Provides the model with a **single** example of the task before asking it to perform a similar task. This technique gives the model a pattern to follow, improving its understanding of the desired output format and style. One-shot learning is particularly useful when you want to guide the model's response without extensive examples."
Generative AI,Definition,Few-shot prompting," Extends the one-shot approach by providing multiple examples (typically 2-5) before asking the model to perform the task. These examples establish a clearer pattern and context, helping the model better understand the expected output format, style, and reasoning. This technique is particularly effective for complex tasks where a single example might not convey all the nuances.
"
Generative AI,Definition,Chain-of-thought (CoT) prompting,"Encourages the model to break down complex problems into step-by-step reasoning before arriving at a final answer. By explicitly showing or requesting intermediate steps, this technique improves the model's problem-solving abilities and reduces errors in tasks requiring multi-step reasoning. CoT is particularly effective for mathematical problems, logical reasoning, and complex decision-making tasks.
"
Generative AI,Definition,Self-consistency," Advanced technique in which the model generates multiple independent solutions or answers to the same problem, then evaluates these different approaches to determine the most consistent or reliable result. This method enhances accuracy by leveraging the model's ability to approach problems from different angles and identify the most robust solution through comparison and verification."
Generative AI,Tooling,LangChain,"Framework designed to simplify the development of applications powered by language models. Built to address the challenges of working with LLMs in practical settings, LangChain provides a standardized interface for connecting models with various data sources and application environments.

LangChain serves as an abstraction layer, making it easier to build complex LLM applications without handling the low-level details of model interaction. This framework has become a standard tool in the LLM ecosystem, supporting a wide range of use cases from chatbots to document analysis systems.
"
Langchain,Definition,Prompt templates,"Key concept in LangChain. They help translate user input and parameters into instructions for a language model. These templates can be used to guide a model's response, helping it understand the context and generate relevant and coherent language-based outputs.

A prompt template acts as a reusable structure for generating prompts with dynamic values. It allows you to define a consistent format while leaving placeholders for variables that change with each use case. This approach makes prompting more systematic and maintainable, especially when working with complex applications."
Python,Guiding Principle,Python Function Naming Convention,"Pythonic function naming follows the snake_case convention and uses clear, action-oriented VERBS  to describe exactly what the function does. Function names should be explicit, readable, and predictable, prioritizing clarity over brevity. Functions that return values without side effects commonly use get_, while functions that return booleans should begin with is_, has_, or can_ to make intent unambiguous. This convention improves readability, maintainability, and composability in analytical and production codebases. Examples: 
create, get, transform, calculate, "
Python,Guiding Principle,Data Set Column Naming,"Dataset column naming should use ALL_CAPS_SNAKE_CASE and describe what the data represents, not how it was created. Column names should encode semantic meaning, time context, and measurement type so they remain interpretable without reference to code. Unlike functions, column names are noun-driven and stable, serving as part of the dataset’s contract across models, analyses, and stakeholders. Consistent naming supports reproducibility, governance, and correct modeling behavior.
Examples
DEPOSIT_BALANCE_CURR
AVG_BALANCE_6M
TXN_COUNT_1M
BALANCE_VOLATILITY_6M
INCOME_CONCENTRATION_RATIO"
