Process,Categorization,Word,Definition,Source
ML Model,Pipeline Stage,Model Summarization / Model Interpretability,"Model summarization and interpretability aim to explain how the model makes decisions. This may include feature importance, partial dependence plots, SHAP values, or rule extraction. Interpretability builds trust with stakeholders and supports debugging, governance, and compliance. It is especially critical in high-stakes or regulated domains.",Examine Further
ML Model,Procedure,ColumnTransformer,,Examine Further
ML Model,Procedure,FunctionTransformer,,Examine Further
ML Model,Procedure,KNeighborsTransformer,,Examine Further
ML Model,Procedure,LabelEncoder,,Examine Further
ML Model,Procedure,MaxAbsScaler,,Examine Further
ML Model,Procedure,MinMaxScaler,,Examine Further
ML Model,Procedure,OneHotEncoder,,Examine Further
ML Model,Procedure,OrdinalEncoder,,Examine Further
ML Model,Procedure,PowerTransformer,,Examine Further
ML Model,Procedure,QuantileTransformer,,Examine Further
ML Model,Procedure,RBFSampler,,Examine Further
ML Model,Procedure,RadiusNeighborsTransformer,,Examine Further
ML Model,Procedure,RobustScaler,,Examine Further
ML Model,Procedure,SkewedChi2Sampler,,Examine Further
ML Model,Procedure,SplineTransformer,,Examine Further
ML Model,Procedure,StandardScaler,,Examine Further
ML Model,Procedure,TargetEncoder,,Examine Further
ML Model,Procedure,TfidfTransformer,,Examine Further
ML Model,Procedure,TransformedTargetRegressor,,Examine Further
ML Model,Theorem,Curse of Dimensionality,"As dimensionality grows, data points become increasingly sparse, distances lose meaning, and models require exponentially more data to learn reliable patterns. This makes learning, generalization, and computation more difficult, often degrading model performance rather than improving it. In high-dimensional spaces, the optimization landscape also becomes far more complex, with many local minima and saddle points, making it harder to identify or converge toward a meaningful global minimum.",Examine Further
ML Project,Process Step,Goals,"It is imperative to have clear goals, specifically as it relates to outcomes.",Notes DF
ML Project,Process Step,Goals,"Goals of a ML Project Differ from Goals of BI or Analytics Project and it is important to understand these at the outset. Specifically, when looking at Data in multiple dimensions, do we want to visually see it, or technically understand it. If we seek to truly understand it, we need to look at a ML Project, not a Dashboard, where trends are misleading.",Notes DF
ML Project,Definition,Problem Definition,"Problem definition clearly states the business or research question the model is intended to solve and translates it into a machine-learning task (e.g., classification, regression, ranking). It includes defining the target variable, success metrics, constraints (latency, interpretability, cost), and assumptions. This step aligns stakeholders on what success looks likebefore any data or modeling begins. A poorly defined problem almost always leads to building the “right model for the wrong problem.”",Insert Records
ML Project,Process Step,Problem Definition,"Define, Quantify and Articulate Problem.",Notes DF
ML Project,Process Step,Problem Definition,"Project Goal Explicitly stated in 3-4 Sentences, can include exclusion items in addendum, not in original statement, which sould be positive, optimistic and include a value creating definition.",Notes DF
ML Project,Process Step,Problem Definition,Explicilty Defined Business Delieverables,Notes DF
ML Project,Process Step,Problem Definition,Explicilty Defined Expected Outcomes and KPIs,Notes DF
ML Project,Process Step,Problem Definition,"Identify Model Baseline, or who is responsible for defining if not available.",Notes DF
ML Project,Definition,Data Collection,"Data collection involves identifying, sourcing, and acquiring the datasets required to solve the defined problem. This may include internal databases, APIs, logs, third-party data, or manually collected data. Key considerations include data availability, coverage, granularity, freshness, and legal or privacy constraints. The quality and relevance of collected data fundamentally limit the ceiling of model performance.",Insert Records
ML Project,Process Step,Data Collection,Need to Create Definition and Requirements,Notes DF
ML Project,Definition,Data Preparation,"Data preparation focuses on cleaning and structuring raw data into a usable format for modeling. This includes handling missing values, correcting errors, standardizing formats, encoding categorical variables, and aligning labels with features. It also often involves train/validation/test splitting to prevent data leakage. This step is critical because most models assume clean, well-structured inputs and are highly sensitive to data issues.",Insert Records
ML Project,Process Step,Data Preparation,"Identify Data Elements which appear relevant (Can be either based on desired, or what is currently Available).",Notes DF
ML Project,Process Step,Data Preparation,"Label, and Document all data elements in Model (Semantic, Functional, Business Definitions and Theoretircal Inclusion)",Notes DF
ML Project,Process Step,Data Preparation,"Document data omissions, known data quality issues, or assumptions (including Imbalances).",Notes DF
ML Project,Process Step,Data Preparation,"Document all Imputation, Deletion, Standardization to be applied.",Notes DF
ML Project,Process Step,Data Preparation,"Define Approach for Training, Testing and Validation. Create Final Dataset to proceed forward.",Notes DF
ML Project,Process Step,Data Preparation,Complete EDA on Dataset.,Notes DF
ML Project,Functional Role ,Data Preparation,"Core Variables: Primary drivers of cluster formation that directly shape similarity and distance between entities. Removing these variables would materially alter cluster definitions. Core variables represent the essential behavioral dimensions the segmentation is intended to capture and remain consistent across model iterations. These variables should be mandatory to explain and understand and Archetype. Include primary State, perhaps Descriptive.",Insert Records3
ML Project,Functional Role ,Data Preparation,"Explanatory: Variables that provide interpretive or explanatory context for understanding clusters after formation. These variables help explain why clusters look the way they do but are not intended to influence similarity calculations directly. Often includes Structural, Contextual or Demographic, they help explain or govern clusters, not form them.",Insert Records3
ML Project,Functional Role ,Data Preparation,"Structural Data: Represents relatively stable attributes that describe a member’s financial position or configuration rather than their actions (e.g., deposit balances, loan balances, product holdings). These variables change slowly and often anchor or constrain behaviour but do not, on their own, describe how a member interacts with the institution. Structural data should be included sparingly in behavioural clustering to avoid overwhelming activity-based signals.",Insert Records3
ML Project,Functional Role ,Data Preparation,"Supporting: Variables that contribute to cluster separation, stability, or boundary refinement but do not define the fundamental nature of the clusters. Supporting variables may influence cluster placement but should not independently determine cluster identity. Can Include, State, Descriptive, Structural and Diagnostic.",Insert Records3
ML Project,Regularization,Data Preparation,ElasticNet: Approach which combines L1 and L2 Regularization.,Insert Records3
ML Project,Regularization,Data Preparation,"Lasso: Technique used to prevent overfitting by adding penalty term to loss function. Adds the absolute values of the coefficients as a penalty term. This leads to sparse models, as some coefficients become exactly zero",Insert Records3
ML Project,Regularization,Data Preparation,"Ridge: Technique used to prevent overfitting by adding penalty term to loss function. Adds the squared values of the coefficients as a penalty term. This incrases the cost of larger parameters, encouraging the model to distribute parameters waiting This shrinks the coefficients but does not eliminate them.",Insert Records3
ML Project,Semantic Type ,Data Preparation,"Constraint: Constraint represents limitations or enabling conditions that bound an entity’s range of possible behavior. It answers the question “What limits or enables this entity’s choices?” by approximating capacity, dependency, or stress through proxy measures such as income concentration or balance volatility. Constraint measures help distinguish inability from preference. In modeling, Constraint variables are best used diagnostically to interpret cluster composition rather than to define cluster membership.",Insert Records3
ML Project,Semantic Type ,Data Preparation,"Contextual: Contextual represents external or situational factors that influence behavior but are not behaviors themselves. It answers the question “What conditions surround this entity?” by capturing environmental, geographic, policy, or situational elements that shape observed actions. Contextual measures help explain why similar entities may behave differently under different circumstances. In modeling, Contextual variables are generally inappropriate as primary drivers of similarity but are critical for interpretation, validation, and responsible application of results. Examples include, Regional Indicator, Interest Rate Macro Flags, Employement Type)",Insert Records3
ML Project,Semantic Type ,Data Preparation,"Demographic: Demographic represents intrinsic attributes of an entity that change infrequently and describe who the entity is rather than what it does. It answers the question “Who is this entity?” by capturing characteristics such as age, household composition, or other identity-level descriptors. Demographic measures provide essential interpretive context and support equity-aware analysis but do not directly represent behavior. In modeling, Demographic variables are typically excluded from defining similarity to avoid embedding bias or non-actionable distinctions, and are instead used for post-hoc analysis, monitoring, and policy alignment. Examples inlcude, Member Age Band, Language Preferences, Postal Code, Household Parameters, etc.",Insert Records3
ML Project,Semantic Type ,Data Preparation,"Descriptive: Descriptive represents summarized or smoothed representations of an entity’s behavior over a defined historical window. It answers the question “What does this entity typically look like?” by reducing short-term noise and highlighting central tendency or typical patterns across time. Descriptive measures provide stability and interpretability by contextualizing current behavior within a broader historical baseline. In modeling, Descriptive variables help prevent over-reaction to transient spikes or dips but must be carefully managed to avoid redundancy with State measures. Examples include Avg Balances, Maximums over an extended period of time.",Insert Records3
ML Project,Semantic Type ,Data Preparation,"Diagnostic : Diagnostic represents measures of directionality, momentum, or variability in an entity’s behavior over time. It answers the question “How is this entity changing?” by capturing growth, decline, volatility, or acceleration relative to prior periods. Diagnostic measures are essential for understanding trajectory, early warning signals, and emerging shifts that may not yet be visible in current state alone. In modeling, Diagnostic variables enhance interpretability and foresight but should be used cautiously, as excessive reliance can introduce instability and reduce cluster persistence. Examples include Change During Period, Volatility, Directional Slopes. ",Insert Records3
ML Project,Semantic Type ,Data Preparation,"State: State represents the current condition of an entity at a specific point in time. It answers the question “Where is this entity right now?” and reflects the most recent observed values of relevant measures, frequency, balances, etc. State is essential for anchoring decisions in the present but is insufficient on its own without historical context. In modeling, State provides immediacy and scale but must be interpreted alongside other dimensions to avoid over-reacting to short-term fluctuations. Examples Include: Current Deposit Balance, Current Month POS TXN Count, Number of Active Accounts.",Insert Records3
ML Project,Semantic Type ,Data Preparation,"Structural: Structural represents relatively stable attributes that describe how an entity is configured within the system rather than how it behaves at a given moment. It answers the question “What is the entity’s structural position?” by reflecting enduring characteristics such as product holdings, account composition, or long-term balances. Structural measures anchor and constrain behavior by defining capacity, access, and configuration. In modeling, Structural variables provide important context but should be included sparingly to avoid overwhelming activity-based signals or unintentionally clustering entities by size rather than behavior. Product Count, Product Flags, Tenure.",Insert Records3
ML Project,Process Step,Exploratory Data Analysis,NNNNNNNEEEEEWWWWWWW .Needs comments.,Notes DF
ML Project,Definition,Feature Engineering,"Feature engineering is the process of creating new input variables that better represent the underlying patterns in the data. It may include transformations (log, scaling), aggregations, interactions, temporal features, or domain-specific encodings. Effective feature engineering can significantly improve model performance even with simple algorithms. It embeds domain knowledge into the model and often provides more value than algorithmic complexity.",Insert Records
ML Project,Process Step,Feature Engineering,"Create Aggregation Data, Rations, PCA, etc. Note these should be identified and defined in Data Prepartion, this is simple technical execution and creation.",Notes DF
ML Project,Consideration,Model Selection,Is your Data Structured in a way that is conducive to your Model.,Notes DF
ML Project,Consideration,Model Selection,"Any data set can be optimized, even when there is NO relation. It will generalize.",Notes DF
ML Project,Consideration,Model Selection,"An Example of this would a classification model with Wolves and Dogs,  many wolf photos happened to be taken in snowy environments, while dog photos were often taken indoors or on grass. The model learned to detect snow, not animals.",Notes DF
ML Project,Consideration,Model Selection,"Models will cheat and can solve problems which appear to be optimal, but they might not be solving what you expect or require, they might be finding patterns in the data which you do not see. An Example of this would a classification model with Wolves and Dogs,  many wolf photos happened to be taken in snowy environments, while dog photos were often taken indoors or on grass. The model learned to detect snow, not animals.",Notes DF
ML Project,Process Step,Model Selection,"Define Models which will be included in Pipeline, include explanation as to explicitly what the Model does, why it is relevant for this problem and what it will solve as it relates to this problem. Where this differs across models, must explain and document the differences.",Notes DF
ML Project,Process Step,Model Selection,"Define how model will be evaluated, what metrics will be minimized (or maximized) balance between training results versus ability to generalize, balancing overfitting and performance.",Notes DF
ML Project,Process Step,Model Selection,"If certain models are not considered, explicitly state why, what would need ot change in order to review or reconsider this model and who in the business would be responsible for next steps where obvious omissions, data quality, process or procedure gaps exist.",Notes DF
ML Project,Process Step,Model Selection,"Define how feature evaluation will occur, explicitly state KPIs and document how they relate to project delieverables, business goals and expected outcomes.",Notes DF
ML Project,Process Step,Model Selection,"Includes Determination of Final Model to be used, and parameters included within Model.",Notes DF
ML Project,Process Step,Model Selection,"Must be formally documented, with all underlying results, documents and finding available in a clear and consistent documented process.",Notes DF
ML Project,Process Step,Model Selection,"Decision should include an expected Performance Change, an deployment plan, and owners, in addition to agreement of go forward KPI monitoring.",Notes DF
ML Project,Definition,Feature Selection,"Methods that identify and retain a subset of existing features based on their relevance, importance, or contribution to a learning task. The goal is to reduce model complexity, improve generalization, and enhance interpretability without creating new features or altering their definitions. Feature selection techniques are typically applied as preprocessing or model-selection steps and often rely on statistical criteria or model-based importance measures.",Insert Records
ML Project,Definition,Feature Selection,"Feature selection involves choosing a subset of relevant features to include in the model. This can be done using statistical tests, model-based importance scores, correlation analysis, or regularization techniques. The goal is to reduce noise, improve generalization, and simplify the model. Fewer, more informative features often lead to better performance and easier interpretability.",Insert Records
ML Project,Definition,Feature Selection,"Area Under the Curve: AUC (Area Under the Curve) measures a model’s ability to distinguish between classes by summarizing the performance of the ROC (Receiver Operating Characteristic) curve. It represents the probability that the model ranks a randomly chosen positive example higher than a randomly chosen negative one. AUC ranges from 0.5 (no better than chance) to 1.0 (perfect separation), with higher values indicating better classification performance.
AUC is primarily a binary classification metric, so when using against a multivariate challenge must determine how to score, OVR, OVO. One Vs Rest, One vs One. Using MNist as an example, OVR evaluates 10 0 vs (1,2,3,4,5,6,7,8,9), 1 vs () ... etc, Where OVO measures 45 0 Vs 1, 0 vs 2, etc..",Insert Records2
ML Project,Definition,Feature Selection,"Bias: Bias refers to the systematic error in a model that causes it to consistently deviate from the true value or correct predictions. It occurs when an algorithm makes incorrect assumptions or omissions about the data, leading to errors.
High Bias (Underfitting): The model is too simple and cannot capture patterns. 
Low Bias, High Variance (Overfitting). The model memorizes the data but does not generalize.",Insert Records2
ML Project,Definition,Feature Selection,"Bias - Variance Trade Off: The bias-variance trade-off is a key concept in machine learning that highlights the balance between two sources of error: bias and variance, tuning the relationship between a model's complexity, the accuracy of its predictions, and how well it can make predictions on previously unseen data that were not used to train the model The challenge is to find a model that strikes the right balance between bias and variance, as reducing one typically increases the other. The ultimate goal is to minimize the total error, which is the sum of bias error, variance error, and irreducible noise inherent in the data. Achieving this balance ensures the model generalizes well to new, unseen data, avoiding both underfitting and overfitting. More Data vs More Data Science - Bias vs Variance 
It can often be explained by the Trade-Off (Bias - Data Scientist, Variance - Data), where to invest.

In general, as we increase the number of tunable parameters in a model, it becomes more flexible, and can better fit a training data set. It is said to have lower error, or bias. However, for more flexible models, there will tend to be greater variance to the model fit each time we take a set of samples to create a new training data set. It is said that there is greater variance in the model's estimated parameters.High-variance learning methods may be able to represent their training set well but are at risk of overfitting to noisy or unrepresentative training data. In contrast, algorithms with high bias typically produce simpler models that may fail to capture important regularities (i.e. underfit) in the data.",Insert Records2
ML Project,Definition,Feature Selection,"F1 Score: F1 is harmonic mean is a type of average that is calculated by dividing the number of values by the sum of the reciprocals of the values, making it useful for situations where rates or ratios are involved, such as calculating average speeds or in situations where equal weighting is given to each data point’s contribution to the average. The F-score (or F1-score) is a measure of a model’s accuracy that considers both precision and recall. The F1-score is particularly useful when your dataset is imbalanced, and you want to ensure both precision and recall are considered. For example, if you only focus on precision, you might ignore false negatives (missed positive cases), and if you focus only on recall, you could have many false positives. The F1-score provides a balanced assessment by combining both metrics. The F Score is a Harmonic Mean, which means that it gives additional consideration to the effect of Lower Values (1/ sum (1/x)). Using travel time as an example, if you travelled 20 Miles (10 Miles at 30 MPH and 10 Miles at 60 MPH) your harmonic mean would be 36, not 45.",Insert Records2
ML Project,Definition,Feature Selection,"Precision: Precision is the ratio of correct positive predictions to the overall number of Positive Predictions.  It is useful when false positives are costly (e.g., spam detection, where predicting a normal email as spam is bad).",Insert Records2
ML Project,Definition,Feature Selection,"Recall: Recall is the correct positive predicitions to the overall number of positive examples. It is useful when false negatives are costly (e.g., medical diagnosis, where missing a disease case can be dangerous).",Insert Records2
ML Project,Definition,Feature Selection,"Receiver Operating Characteristic (ROC): Graphical tool used to evaluate the performance of a binary classifier by plotting the true positive rate against the false positive rate across varying decision thresholds. It originated during World War II in signal detection theory to assess radar system performance. ROC analysis is important because it separates a model’s discriminative ability from any single threshold choice. The curve and its summary statistic, the Area Under the Curve (AUC), provide a threshold-independent measure of performance. ROC is widely used in machine learning, medicine, finance, and risk modeling where trade-offs between sensitivity and specificity matter.",Insert Records2
ML Project,Definition,Feature Selection,"Variance: Variance refers to errors caused by models that are too sensitive to small fluctuations in the training data, often resulting in overfitting. High-variance models are overly flexible, capturing noise as if it were meaningful patterns. A model with many degrees of freedom (such as a high-degree polynomial model) is likely to have high variance and thus overfit the training data. As an example, if you created a model of How Predicting Housing Prices in 1 Neighbourhood would work and applied it to different neighbourhoods, if your model was simple, it wouldn’t work well anywhere and thus would be Wrong, but consistently-ish wrong. If your model was Good, it would work similarly well every well. If you model was overfit, it would work really well in 1 place, not so well elsewhere.
",Insert Records2
ML Project,Consideration,Feature Selection,"Avoid ambigious features. Is a Banana ripe, who says so?",Notes DF
ML Project,Consideration,Feature Selection,"Careful when something is truly random generated, Atmospheric Change, Earthquakes, Stocks. Very difficult, if not impossible to predict.",Notes DF
ML Project,Consideration,Feature Selection,"MNIST performance when tilting Images, of adding noise.",Notes DF
ML Project,Process Step,Feature Selection,"Create Pipeline which automates selection, or document where it will be manual for Cost/Benefit reasons.",Notes DF
ML Project,Definition,Training,"Training is the process of fitting the model to data by optimizing its parameters to minimize a loss function. During training, the model learns patterns by iteratively adjusting weights based on observed errors. This step may involve batching, optimization algorithms, and regularization techniques. Proper training ensures the model captures meaningful signal without overfitting.",Insert Records
ML Project,Process Step,Training,Define Mock 0 Pipeline Once available. Insure to follow Standardized Amendment process once created. ,Notes DF
ML Project,Function,Training,"Hinge Loss: Loss function used primarily for binary classification, especially in Support Vector Machines (SVMs). It's designed to maximize the margin between classes — that is, push predictions to be confidently correct. It penalizes predictions that are: On the wrong side of the decision boundary Or correct but not confidently correct (i.e., too close to the margin)",Insert Records3
ML Project,Function,Training,Huber Loss: Loss function used in regression problems that is robust to outliers — it's essentially a blend between Mean Squared Error (MSE) and Mean Absolute Error (MAE). Regression with noisy or outlier-prone data Situations where you want the stability of MSE but the robustness of MAE,Insert Records3
ML Project,Model Architecture,Training,"Cross Validation: Model evaluation technique used to assess how well a model generalizes to unseen data by repeatedly splitting the dataset into training and validation subsets. The model is trained on one portion of the data and evaluated on another, and the results are aggregated to provide a more reliable estimate of performance than a single train–test split. This approach helps detect overfitting and supports more robust model selection",Insert Records3
ML Project,Optimizer,Training,Adadelta: Adaptive learning rate for nonstationary objectives.,Insert Records3
ML Project,Optimizer,Training,"Adagrad: Variation of Gradient Descent, which adapts the learning rate for each parameter by scaling it inversely proportional to the sum of past squared gradients. 
",Insert Records3
ML Project,Optimizer,Training,"Adam: Variation of Gradient Descent, which combines both momentum and RMSprop, maintaining an exponentially decaying average of past gradients and squared gradients.",Insert Records3
ML Project,Optimizer,Training,"AdamW: Variant of Adam with weight decay, prevents overfitting.",Insert Records3
ML Project,Optimizer,Training,"Momentum: Variation of Gradient Descent, which accelerates learning by accumulating a moving average of past gradients.",Insert Records3
ML Project,Optimizer,Training,Nadam: Adam optimizer with Nesterov momentum for better convergence.,Insert Records3
ML Project,Optimizer,Training,"RMSprop: Variation of Gradient Descent, which adapts the learning rate by dividing by an exponentially weighted moving average of past squared gradients. Adapts learning rates based on recent gradient magnitudes. Good for RNNs.",Insert Records3
ML Project,Definition,Hyperparameter Tuning,"Hyperparameter tuning involves selecting optimal configuration values that control model behavior but are not learned directly from data. Examples include learning rate, tree depth, number of layers, or regularization strength. Techniques such as grid search, random search, or Bayesian optimization are commonly used. This step can materially improve performance and stability without changing the underlying model.",Insert Records
ML Project,Process Step,Hyperparameter Tuning,"Identify Paramaters before implementing and running Mock 0. If results of Training change Hyperparameter tuning, document explicitly why.",Notes DF
ML Project,Process Step,Hyperparameter Tuning,"Run through Hyperparameter tuning process, documenting all findings, assumptions.",Notes DF
ML Project,Process Step,Hyperparameter Tuning,"Finding must be communicated at this point of time, via Dashboard. Make Explicit determination if business approval is required before proceeding forward.",Notes DF
ML Project,Process Step,Model Evaluation,NNNNNNNEEEEEWWWWWWW .Needs comments.,Notes DF
ML Project,Definition,Validation,"Process which evaluates a trained machine-learning model on data that was not used during training to assess how well it generalizes to unseen data. It is used to tune model choices and hyperparameters, detect overfitting or underfitting, and guide model selection before final testing or deployment. Validation acts as a feedback loop before final evaluation or deployment decisions are made.",Insert Records
ML Project,Process Step,Validation,"Run hold back data after all decisions have been made, before approval. Need to COMMUNICATE this to people to avoid confusion. It is important as this should not bias or be done before the model is created, part of healthy Business Decisions.",Notes DF
ML Project,Function,Validation,Accuracy: Number of correctly classified examples divided by the total number of classified examples.,Insert Records3
ML Project,Procedure,Validation,"Confusion Matrix: Table used to evaluate the performance of a classification model by comparing predicted labels to actual labels. It summarizes the counts of true positives, true negatives, false positives, and false negatives, providing a detailed view of where the model makes correct and incorrect predictions. This breakdown supports the calculation of metrics such as accuracy, precision, recall, and F1 score.",Insert Records3
ML Project,Procedure,Validation,"K Fold Cross Validation: Application of Cross Validation. Method for increasing ability to generlize results by segregating Training Data into K folds, such that the model never predicts on data it has seen. As an example, if Folds = 10 and x=100, each of the iterations would hold out 10 examples (such that all examples were held out in a iteration) and when the data was held out the model would predict. To reiterate, it helps with generalization, it does not increase performance, does not average and does not boost. It does materially increase training time. Primarily useful when data limitation exist, you're early on in development and want to prevent leakage or get cursory results. Also can provide a truer indication of performance based Metrics.",Insert Records3
ML Project,Procedure,Validation,"Startified Cross Validation: Increasing the Principle of Cross Validation and ensuring that the data is split into statistically represented folds, which when data is not IID could be considered valuable to ensure that inference is accurate and representative.",Insert Records3
ML Project,Definition,"Bias, Fairness and Ethics","This step examines whether the model produces systematically unfair or harmful outcomes across different groups. It includes analyzing data representation, outcome disparities, and unintended correlations. Ethical considerations may involve transparency, consent, explainability, and regulatory compliance. Addressing bias and fairness is essential for responsible, trustworthy, and legally compliant ML systems.",Insert Records
ML Project,Process Step,"Bias, Fairness and Ethics",Comment Needed,Notes DF
ML Project,Process Step,Model Summarization/ Model Interpretability,NNNNNNNEEEEEWWWWWWW .Needs comments.,Notes DF
ML Project,Definition,Deployment,"Deployment is the process of integrating the trained model into a production environment where it can generate real-world predictions. This may involve APIs, batch pipelines, streaming systems, or embedded applications. Considerations include scalability, latency, reliability, and versioning. Deployment turns a model from an experiment into a usable product.",Insert Records
ML Project,Process Step,Deployment,Need to Explain this as a step. If not order will not be restored necessary.,Notes DF
ML Project,Process Step,Monitoring,"Variables used to track outcomes, drift, or post-engagement effects over time. Monitoring variables are excluded from clustering inputs to avoid leakage but are essential for evaluating stability and impact.",Notes DF
ML Project,Process Step,Monitoring,"Monitoring tracks model performance and behavior over time after deployment. It includes detecting data drift, concept drift, performance degradation, and operational issues. Alerts and retraining triggers are often established at this stage. Monitoring is essential because real-world data changes, and models degrade if left unattended.",Notes DF
ML Project,Pipeline Stage,Evaluation,"
As a general term, Evaluation has multiple meanings, so care is required to be explicit about its usage. In the context of machine learning, Evaluation has two distinct and valid meanings: one as an Algorithm Classification and one as an ML Pipeline Stage. These uses are related but serve different conceptual purposes.

Pipeline Step: Measures how well the final model performs against defined success metrics on a truly unseen test dataset. Metrics depend on the problem type (e.g., accuracy, AUC, RMSE, precision–recall). This step provides an objective assessment of whether the model meets business or research requirements. Evaluation results often determine whether a model is production-ready.

Algorithm Class: Methods that quantify the performance, quality, or reliability of models or learned structures. These techniques produce metrics, scores, or diagnostic summaries rather than predictions or feature transformations. Evaluation methods support model comparison, validation, and selection but do not directly influence how models are trained or how decisions are made.",Examine Further
Problem Solving,Process Step,Problem Definition,"Define problem, in a clear and explicit way such that it can be solved, tested or experiemented. Problem MUST be solvable and should be iterative, or have a series of iterative steps such that it can be effectively managed and solved",Notes DF
Problem Solving,Process Step,Problem Definition,"Define Problem Statement. Including clearly articulating why it matters, what is the impact of not having this solution.",Notes DF
Problem Solving,Process Step,Problem Definition,"Define the desired end state, in such a way that the contribution of the ML Model or project can achieve granular progress through iteration",Notes DF
Problem Solving,Process Step,Problem Definition,"Define the current state, how does the end state look different. Should be Quantifiable via metrics, and montetary impact.",Notes DF
Problem Solving,Process Step,Problem Definition,"Proceed Forward Decision. Who is responsible, how does it get made.",Notes DF
Problem Solving,Process Step,Problem Definition,"How to effectively and clearly document objection, concern, risks and doubts.",Notes DF
Problem Solving,Process Step,Problem Definition,Define EDA Process,Notes DF
Process Development,Guiding Principle,Simple,Provide Defintion.,Notes DF
Process Development,Guiding Principle,Clear,Provide Defintion.,Notes DF
Process Development,Guiding Principle,Evident,Provide Defintion.,Notes DF
Process Development,Guiding Principle,Obvious,Provide Defintion.,Notes DF
Process Development,Guiding Principle,Accountability,"Are Roles and Responsbilities explicity stated? and Is it clear who is responsible for what. Are goals SMART (or atleast defined) or at a minimum, is our partcipation understood and documented.  ",Notes DF
Communication,Guiding Principle,Engaging People,Simple things can make a huge differene.,Notes DF
Communication,Guiding Principle,Engaging People,"Giving people meaningful and engaging work, utilizing their thoughts, intellegence and making them feel Good are important.",Notes DF
Communication,Guiding Principle,Engaging People,Don’t try and rush change. It takes time and we need to learn and understand.,Notes DF
Goals,Guiding Principle,Specific,,Notes DF
Goals,Guiding Principle,Measurable,,Notes DF
Goals,Guiding Principle,Achievable,,Notes DF
Goals,Guiding Principle,Relevant,,Notes DF
Goals,Guiding Principle,Time Bound,,Notes DF
A|B Testing,Guiding Principle,TBD,,Notes DF
Best Linear Unbiased Estimator,Requirement,Homoscedasticity,Variance of the residuals should be constant.,Notes DF
Best Linear Unbiased Estimator,Requirement,Independence,Observations should be independent of each other. No Correlation between errors of residuals. Errors are autocorrelated with self. Durbin Watson,Notes DF
Best Linear Unbiased Estimator,Requirement,Linearity,Relationship between Independent and Dependent should be Linear. With finite variance,Notes DF
Best Linear Unbiased Estimator,Requirement,No Perfect Collinearity,,Notes DF
Best Linear Unbiased Estimator,Requirement,Normality of Residuals,,Notes DF
Clustering Implementation,Process Step,Model Selection,Stability over Uniqueness,Notes DF
Clustering Implementation,Process Step,Model Selection,Interpretability over novelty,Notes DF
Clustering Implementation,Process Step,Model Selection,Repeatability over perfection.,Notes DF
Clustering Implementation,Process Step,Feature Selection,"Must Clarify this clearly, specifically the distinction between Behavior and Attributes, clustering should focus primarily on behavior. Specifically Demographics can dominate distiance differences relative to behavior without adding value.",Notes DF
Clustering Implementation,Process Step,Feature Selection,"Small Number of Stable, Interpretable, Member Archetypes that summaize the global behavior and can be reused for ML and Analysis.",Notes DF
Mathematics,Process,Definition,"Process designed to store Formulas, guidance and help information related to Mathematical properities.",Notes DF
Mathematics,Concept,Normality,Residuals should be normally distributed.,Examine Further
Mathematics,Theorem,Algorithm,"An algorithm is a procedure that unfolds over time and depends on: previous states, iteration history and accumulated information.",Examine Further
Mathematics,Theorem,Best Linear Unbiased Estimator,"The Best Linear Unbiased Estimator (BLUE) is an estimation method in statistics that produces parameter estimates that are linear in the observed data, unbiased, and have the smallest possible variance among all such estimators. It originates from the Gauss–Markov theorem, developed in the early 19th century in the context of least squares and error theory. Its importance lies in providing a theoretical benchmark: under specific assumptions about error structure, no other linear unbiased estimator can be more precise. In practice, BLUE underpins ordinary and generalized least squares, and is widely applied in econometrics, engineering, and data science when modeling relationships with correlated or heteroskedastic errors",Examine Further
Tooling,Process,Definition,"Tooling contains notes, Information, maps and hints related to various Technologies. NEED TO UPDATE. How about the other.",Notes DF
Tooling,Hadoop,HDFS,"It is the storage layer of the Apache Hadoop ecosystem, designed to store and manage large volumes of data across a distributed cluster of machines. Files are split into blocks (default: 128MB or 256MB).These blocks are distributed across multiple nodes in a cluster.Each block is replicated (default: 3 copies) across different machines. If one node fails, data is still accessible from other nodes.Files in HDFS are typically written once and read many times. Optimized for streaming reads of large files, not quick random access. Hadoop Distributed File System.",Examine Further
Tooling,Paradigm,Distributed Computing,"A simple way to think about distributed systems is that they are a group of independent computers that appear to the end user as a single computer. They allow for horizontal scaling. That means adding more computers rather than upgrading a single system (vertical scaling). The latter is relatively expensive and often insufficient for large workloads. Distributed systems are great for scaling and reliability but also introduce complexity when it comes to design, construction, and debugging. One should understand this trade-off before opting for such a tool. A great tool when: Data does not fit into RAM, must be partitioned, Increases Cost of Moving Data, Memory Faster than Harddrive, Increased cost and risk of failure.",Examine Further
Tooling,Spark,Action,"In Spark, actions trigger the execution of transformations and return a result to the driver. The collect action retrieves all elements of an RDD and brings them to the driver, while count returns the total number of elements in the RDD, and countByValue provides the frequency of each unique element. take retrieves the first N elements, top returns the largest N elements, and reduce applies a specified associative function to aggregate all the elements of the RDD into a single result.",Examine Further
