Model Name,Estimator Class,Dataset Size,Full Class Path,Estimator Type,Part_1,Part_2,Part_3,Part_4,Part_5,Sklearn Desc
MiniBatchKMeans,<class 'sklearn.cluster._kmeans.MiniBatchKMeans'>,Large,sklearn.cluster._kmeans.MiniBatchKMeans,"cluster, transformer",sklearn,cluster,_kmeans,MiniBatchKMeans,,"Mini-Batch K-Means clustering.  Read more in the :ref:`User Guide <mini_batch_kmeans>`.  Parameters ----------  n_clusters : int, default=8 The number of clusters to form as well as the number of centroids to generate.  init : {'k-means++', 'random'}, callable or array-like of shape             (n_clusters, n_features), default='k-means++' Method for initialization:  'k-means++' : selects initial cluster centroids using sampling based on an empirical probability distribution of the points' contribution to the overall inertia. This technique speeds up convergence. The algorithm implemented is ""greedy k-means++"". It differs from the vanilla k-means++ by making several trials at each sampling step and choosing the best centroid among them.  'random': choose `n_clusters` observations (rows) at random from data for the initial centroids.  If an array is passed, it should be of shape (n_clusters, n_features) and gives the initial centers.  If a callable is passed, it should take arguments X, n_clusters and a random state and return an initialization.  For an evaluation of the impact of initialization, see the example :ref:`sphx_glr_auto_examples_cluster_plot_kmeans_stability_low_dim_dense.py`.  max_iter : int, default=100 Maximum number of iterations over the complete dataset before stopping independently of any early stopping criterion heuristics.  batch_size : int, default=1024 Size of the mini batches. For faster computations, you can set the ``batch_size`` greater than 256 * number of cores to enable parallelism on all cores."
MiniBatchNMF,<class 'sklearn.decomposition._nmf.MiniBatchNMF'>,Large,sklearn.decomposition._nmf.MiniBatchNMF,transformer,sklearn,decomposition,_nmf,MiniBatchNMF,,Mini-Batch Non-Negative Matrix Factorization (NMF).
MiniBatchSparsePCA,<class 'sklearn.decomposition._sparse_pca.MiniBatchSparsePCA'>,Large,sklearn.decomposition._sparse_pca.MiniBatchSparsePCA,transformer,sklearn,decomposition,_sparse_pca,MiniBatchSparsePCA,,"Mini-batch Sparse Principal Components Analysis.  Finds the set of sparse components that can optimally reconstruct the data.  The amount of sparseness is controllable by the coefficient of the L1 penalty, given by the parameter alpha.  For an example comparing sparse PCA to PCA, see :ref:`sphx_glr_auto_examples_decomposition_plot_faces_decomposition.py`  Read more in the :ref:`User Guide <SparsePCA>`.  Parameters ---------- n_components : int, default=None Number of sparse atoms to extract. If None, then ``n_components`` is set to ``n_features``.  alpha : int, default=1 Sparsity controlling parameter. Higher values lead to sparser components.  ridge_alpha : float, default=0.01 Amount of ridge shrinkage to apply in order to improve conditioning when calling the transform method.  max_iter : int, default=1_000 Maximum number of iterations over the complete dataset before stopping independently of any early stopping criterion heuristics."
MissingIndicator,<class 'sklearn.impute._base.MissingIndicator'>,Large,sklearn.impute._base.MissingIndicator,transformer,sklearn,impute,_base,MissingIndicator,,"Binary indicators for missing values.  Note that this component typically should not be used in a vanilla :class:`~sklearn.pipeline.Pipeline` consisting of transformers and a classifier, but rather could be added using a :class:`~sklearn.pipeline.FeatureUnion` or :class:`~sklearn.compose.ColumnTransformer`.  Read more in the :ref:`User Guide <impute>`."
MultiLabelBinarizer,<class 'sklearn.preprocessing._label.MultiLabelBinarizer'>,Large,sklearn.preprocessing._label.MultiLabelBinarizer,transformer,sklearn,preprocessing,_label,MultiLabelBinarizer,,"Transform between iterable of iterables and a multilabel format.  Although a list of sets or tuples is a very intuitive format for multilabel data, it is unwieldy to process. This transformer converts between this intuitive format and the supported multilabel format: a (samples x classes) binary matrix indicating the presence of a class label.  Parameters ---------- classes : array-like of shape (n_classes,), default=None Indicates an ordering for the class labels. All entries should be unique (cannot contain duplicate classes).  sparse_output : bool, default=False Set to True if output binary array is desired in CSR sparse format.  Attributes ---------- classes_ : ndarray of shape (n_classes,) A copy of the `classes` parameter when provided. Otherwise it corresponds to the sorted set of classes found when fitting.  See Also -------- OneHotEncoder : Encode categorical features using a one-hot aka one-of-K scheme.  Examples -------- >>> from sklearn.preprocessing import MultiLabelBinarizer >>> mlb = MultiLabelBinarizer() >>> mlb.fit_transform([(1, 2), (3,)]) array([[1, 1, 0], [0, 0, 1]]) >>> mlb.classes_ array([1, 2, 3])  >>> mlb.fit_transform([{'sci-fi', 'thriller'}, {'comedy'}]) array([[0, 1, 1], [1, 0, 0]]) >>> list(mlb.classes_) ['comedy', 'sci-fi', 'thriller']  A common mistake is to pass in a list, which leads to the following issue:  >>> mlb = MultiLabelBinarizer() >>> mlb.fit(['sci-fi', 'thriller', 'comedy']) MultiLabelBinarizer() >>> mlb.classes_ array(['-', 'c', 'd', 'e', 'f', 'h', 'i', 'l', 'm', 'o', 'r', 's', 't', 'y'], dtype=object)  To correct this, the list of labels should be passed in as:  >>> mlb = MultiLabelBinarizer() >>> mlb.fit([['sci-fi', 'thriller', 'comedy']]) MultiLabelBinarizer() >>> mlb.classes_ array(['comedy', 'sci-fi', 'thriller'], dtype=object)"
MultiOutputClassifier,<class 'sklearn.multioutput.MultiOutputClassifier'>,Medium,sklearn.multioutput.MultiOutputClassifier,classifier,sklearn,multioutput,MultiOutputClassifier,,,"Multi target classification.  This strategy consists of fitting one classifier per target. This is a simple strategy for extending classifiers that do not natively support multi-target classification.  Parameters ---------- estimator : estimator object An estimator object implementing :term:`fit` and :term:`predict`. A :term:`predict_proba` method will be exposed only if `estimator` implements it.  n_jobs : int or None, optional (default=None) The number of jobs to run in parallel. :meth:`fit`, :meth:`predict` and :meth:`partial_fit` (if supported by the passed estimator) will be parallelized for each target.  When individual estimators are fast to train or predict, using ``n_jobs > 1`` can result in slower performance due to the parallelism overhead.  ``None`` means `1` unless in a :obj:`joblib.parallel_backend` context. ``-1`` means using all available processes / threads. See :term:`Glossary <n_jobs>` for more details."
MultiOutputRegressor,<class 'sklearn.multioutput.MultiOutputRegressor'>,Medium,sklearn.multioutput.MultiOutputRegressor,regressor,sklearn,multioutput,MultiOutputRegressor,,,Multi target regression.  This strategy consists of fitting one regressor per target. This is a simple strategy for extending regressors that do not natively support multi-target regression.
MultiTaskElasticNet,<class 'sklearn.linear_model._coordinate_descent.MultiTaskElasticNet'>,"Small, Medium",sklearn.linear_model._coordinate_descent.MultiTaskElasticNet,regressor,sklearn,linear_model,_coordinate_descent,MultiTaskElasticNet,,"Multi-task ElasticNet model trained with L1/L2 mixed-norm as regularizer.  The optimization objective for MultiTaskElasticNet is::  (1 / (2 * n_samples)) * ||Y - XW||_Fro^2 + alpha * l1_ratio * ||W||_21 + 0.5 * alpha * (1 - l1_ratio) * ||W||_Fro^2  Where::  ||W||_21 = sum_i sqrt(sum_j W_ij ^ 2)  i.e. the sum of norms of each row.  Read more in the :ref:`User Guide <multi_task_elastic_net>`.  Parameters ---------- alpha : float, default=1.0 Constant that multiplies the L1/L2 term. Defaults to 1.0.  l1_ratio : float, default=0.5 The ElasticNet mixing parameter, with 0 < l1_ratio <= 1. For l1_ratio = 1 the penalty is an L1/L2 penalty. For l1_ratio = 0 it is an L2 penalty. For ``0 < l1_ratio < 1``, the penalty is a combination of L1/L2 and L2.  fit_intercept : bool, default=True Whether to calculate the intercept for this model. If set to false, no intercept will be used in calculations (i.e. data is expected to be centered).  copy_X : bool, default=True If ``True``, X will be copied; else, it may be overwritten.  max_iter : int, default=1000 The maximum number of iterations.  tol : float, default=1e-4 The tolerance for the optimization: if the updates are smaller than ``tol``, the optimization code checks the dual gap for optimality and continues until it is smaller than ``tol``.  warm_start : bool, default=False When set to ``True``, reuse the solution of the previous call to fit as initialization, otherwise, just erase the previous solution. See :term:`the Glossary <warm_start>`.  random_state : int, RandomState instance, default=None The seed of the pseudo random number generator that selects a random feature to update. Used when ``selection`` == 'random'. Pass an int for reproducible output across multiple function calls. See :term:`Glossary <random_state>`.  selection : {'cyclic', 'random'}, default='cyclic' If set to 'random', a random coefficient is updated every iteration rather than looping over features sequentially by default. This (setting to 'random') often leads to significantly faster convergence especially when tol is higher than 1e-4.  Attributes ---------- intercept_ : ndarray of shape (n_targets,) Independent term in decision function.  coef_ : ndarray of shape (n_targets, n_features) Parameter vector (W in the cost function formula). If a 1D y is passed in at fit (non multi-task usage), ``coef_`` is then a 1D array. Note that ``coef_`` stores the transpose of ``W``, ``W.T``.  n_iter_ : int Number of iterations run by the coordinate descent solver to reach the specified tolerance.  dual_gap_ : float The dual gaps at the end of the optimization.  eps_ : float The tolerance scaled scaled by the variance of the target `y`.  sparse_coef_ : sparse matrix of shape (n_features,) or             (n_targets, n_features) Sparse representation of the `coef_`.  n_features_in_ : int Number of features seen during :term:`fit`."
MultiTaskElasticNetCV,<class 'sklearn.linear_model._coordinate_descent.MultiTaskElasticNetCV'>,"Small, Medium",sklearn.linear_model._coordinate_descent.MultiTaskElasticNetCV,regressor,sklearn,linear_model,_coordinate_descent,MultiTaskElasticNetCV,,Multi-task L1/L2 ElasticNet with built-in cross-validation.  See glossary entry for :term:`cross-validation estimator`.  The optimization objective for MultiTaskElasticNet is::  (1 / (2 * n_samples)) * ||Y - XW||^Fro_2 + alpha * l1_ratio * ||W||_21 + 0.5 * alpha * (1 - l1_ratio) * ||W||_Fro^2  Where::  ||W||_21 = \sum_i \sqrt{\sum_j w_{ij}^2}  i.e. the sum of norm of each row.  Read more in the :ref:`User Guide <multi_task_elastic_net>`.
MultiTaskLasso,<class 'sklearn.linear_model._coordinate_descent.MultiTaskLasso'>,"Small, Medium",sklearn.linear_model._coordinate_descent.MultiTaskLasso,regressor,sklearn,linear_model,_coordinate_descent,MultiTaskLasso,,"Multi-task Lasso model trained with L1/L2 mixed-norm as regularizer.  The optimization objective for Lasso is::  (1 / (2 * n_samples)) * ||Y - XW||^2_Fro + alpha * ||W||_21  Where::  ||W||_21 = \sum_i \sqrt{\sum_j w_{ij}^2}  i.e. the sum of norm of each row.  Read more in the :ref:`User Guide <multi_task_lasso>`.  Parameters ---------- alpha : float, default=1.0 Constant that multiplies the L1/L2 term. Defaults to 1.0.  fit_intercept : bool, default=True Whether to calculate the intercept for this model. If set to false, no intercept will be used in calculations (i.e. data is expected to be centered).  copy_X : bool, default=True If ``True``, X will be copied; else, it may be overwritten.  max_iter : int, default=1000 The maximum number of iterations.  tol : float, default=1e-4 The tolerance for the optimization: if the updates are smaller than ``tol``, the optimization code checks the dual gap for optimality and continues until it is smaller than ``tol``.  warm_start : bool, default=False When set to ``True``, reuse the solution of the previous call to fit as initialization, otherwise, just erase the previous solution. See :term:`the Glossary <warm_start>`.  random_state : int, RandomState instance, default=None The seed of the pseudo random number generator that selects a random feature to update. Used when ``selection`` == 'random'. Pass an int for reproducible output across multiple function calls. See :term:`Glossary <random_state>`.  selection : {'cyclic', 'random'}, default='cyclic' If set to 'random', a random coefficient is updated every iteration rather than looping over features sequentially by default. This (setting to 'random') often leads to significantly faster convergence especially when tol is higher than 1e-4.  Attributes ---------- coef_ : ndarray of shape (n_targets, n_features) Parameter vector (W in the cost function formula). Note that ``coef_`` stores the transpose of ``W``, ``W.T``.  intercept_ : ndarray of shape (n_targets,) Independent term in decision function.  n_iter_ : int Number of iterations run by the coordinate descent solver to reach the specified tolerance.  dual_gap_ : ndarray of shape (n_alphas,) The dual gaps at the end of the optimization for each alpha.  eps_ : float The tolerance scaled scaled by the variance of the target `y`.  sparse_coef_ : sparse matrix of shape (n_features,) or             (n_targets, n_features) Sparse representation of the `coef_`.  n_features_in_ : int Number of features seen during :term:`fit`."
MultiTaskLassoCV,<class 'sklearn.linear_model._coordinate_descent.MultiTaskLassoCV'>,"Small, Medium",sklearn.linear_model._coordinate_descent.MultiTaskLassoCV,regressor,sklearn,linear_model,_coordinate_descent,MultiTaskLassoCV,,Multi-task Lasso model trained with L1/L2 mixed-norm as regularizer.  See glossary entry for :term:`cross-validation estimator`.  The optimization objective for MultiTaskLasso is::  (1 / (2 * n_samples)) * ||Y - XW||^Fro_2 + alpha * ||W||_21  Where::  ||W||_21 = \sum_i \sqrt{\sum_j w_{ij}^2}  i.e. the sum of norm of each row.  Read more in the :ref:`User Guide <multi_task_lasso>`.
MultinomialNB,<class 'sklearn.naive_bayes.MultinomialNB'>,1,sklearn.naive_bayes.MultinomialNB,classifier,sklearn,naive_bayes,MultinomialNB,,,"Naive Bayes classifier for multinomial models.  The multinomial Naive Bayes classifier is suitable for classification with discrete features (e.g., word counts for text classification). The multinomial distribution normally requires integer feature counts. However, in practice, fractional counts such as tf-idf may also work.  Read more in the :ref:`User Guide <multinomial_naive_bayes>`.  Parameters ---------- alpha : float or array-like of shape (n_features,), default=1.0 Additive (Laplace/Lidstone) smoothing parameter (set alpha=0 and force_alpha=True, for no smoothing).  force_alpha : bool, default=True If False and alpha is less than 1e-10, it will set alpha to 1e-10. If True, alpha will remain unchanged. This may cause numerical errors if alpha is too close to 0."
MultinomialNB,<class 'sklearn.naive_bayes.MultinomialNB'>,1,sklearn.naive_bayes.MultinomialNB,classifier,sklearn,naive_bayes,MultinomialNB,,,"Naive Bayes classifier for multinomial models.  The multinomial Naive Bayes classifier is suitable for classification with discrete features (e.g., word counts for text classification). The multinomial distribution normally requires integer feature counts. However, in practice, fractional counts such as tf-idf may also work.  Read more in the :ref:`User Guide <multinomial_naive_bayes>`.  Parameters ---------- alpha : float or array-like of shape (n_features,), default=1.0 Additive (Laplace/Lidstone) smoothing parameter (set alpha=0 and force_alpha=True, for no smoothing).  force_alpha : bool, default=True If False and alpha is less than 1e-10, it will set alpha to 1e-10. If True, alpha will remain unchanged. This may cause numerical errors if alpha is too close to 0."
MultinomialNB,<class 'sklearn.naive_bayes.MultinomialNB'>,"Medium, Large",sklearn.naive_bayes.MultinomialNB,classifier,sklearn,naive_bayes,MultinomialNB,,,"Naive Bayes classifier for multinomial models.  The multinomial Naive Bayes classifier is suitable for classification with discrete features (e.g., word counts for text classification). The multinomial distribution normally requires integer feature counts. However, in practice, fractional counts such as tf-idf may also work.  Read more in the :ref:`User Guide <multinomial_naive_bayes>`.  Parameters ---------- alpha : float or array-like of shape (n_features,), default=1.0 Additive (Laplace/Lidstone) smoothing parameter (set alpha=0 and force_alpha=True, for no smoothing).  force_alpha : bool, default=True If False and alpha is less than 1e-10, it will set alpha to 1e-10. If True, alpha will remain unchanged. This may cause numerical errors if alpha is too close to 0."
MultinomialNB,<class 'sklearn.naive_bayes.MultinomialNB'>,"Medium, Large",sklearn.naive_bayes.MultinomialNB,classifier,sklearn,naive_bayes,MultinomialNB,,,"Naive Bayes classifier for multinomial models.  The multinomial Naive Bayes classifier is suitable for classification with discrete features (e.g., word counts for text classification). The multinomial distribution normally requires integer feature counts. However, in practice, fractional counts such as tf-idf may also work.  Read more in the :ref:`User Guide <multinomial_naive_bayes>`.  Parameters ---------- alpha : float or array-like of shape (n_features,), default=1.0 Additive (Laplace/Lidstone) smoothing parameter (set alpha=0 and force_alpha=True, for no smoothing).  force_alpha : bool, default=True If False and alpha is less than 1e-10, it will set alpha to 1e-10. If True, alpha will remain unchanged. This may cause numerical errors if alpha is too close to 0."
NMF,<class 'sklearn.decomposition._nmf.NMF'>,"Medium, Large",sklearn.decomposition._nmf.NMF,transformer,sklearn,decomposition,_nmf,NMF,,"Non-Negative Matrix Factorization (NMF).  Find two non-negative matrices, i.e. matrices with all non-negative elements, (W, H) whose product approximates the non-negative matrix X. This factorization can be used for example for dimensionality reduction, source separation or topic extraction.  The objective function is:"
NearestCentroid,<class 'sklearn.neighbors._nearest_centroid.NearestCentroid'>,Medium,sklearn.neighbors._nearest_centroid.NearestCentroid,classifier,sklearn,neighbors,_nearest_centroid,NearestCentroid,,"Nearest centroid classifier.  Each class is represented by its centroid, with test samples classified to the class with the nearest centroid.  Read more in the :ref:`User Guide <nearest_centroid_classifier>`.  Parameters ---------- metric : {""euclidean"", ""manhattan""}, default=""euclidean"" Metric to use for distance computation.  If `metric=""euclidean""`, the centroid for the samples corresponding to each class is the arithmetic mean, which minimizes the sum of squared L1 distances. If `metric=""manhattan""`, the centroid is the feature-wise median, which minimizes the sum of L1 distances."
NearestNeighbors,<class 'sklearn.neighbors._unsupervised.NearestNeighbors'>,"Small, Medium",sklearn.neighbors._unsupervised.NearestNeighbors,unknown,sklearn,neighbors,_unsupervised,NearestNeighbors,,Unsupervised learner for implementing neighbor searches.  Read more in the :ref:`User Guide <unsupervised_neighbors>`.
NeighborhoodComponentsAnalysis,<class 'sklearn.neighbors._nca.NeighborhoodComponentsAnalysis'>,Small,sklearn.neighbors._nca.NeighborhoodComponentsAnalysis,transformer,sklearn,neighbors,_nca,NeighborhoodComponentsAnalysis,,"Neighborhood Components Analysis.  Neighborhood Component Analysis (NCA) is a machine learning algorithm for metric learning. It learns a linear transformation in a supervised fashion to improve the classification accuracy of a stochastic nearest neighbors rule in the transformed space.  Read more in the :ref:`User Guide <nca>`.  Parameters ---------- n_components : int, default=None Preferred dimensionality of the projected space. If None it will be set to `n_features`.  init : {'auto', 'pca', 'lda', 'identity', 'random'} or ndarray of shape             (n_features_a, n_features_b), default='auto' Initialization of the linear transformation. Possible options are `'auto'`, `'pca'`, `'lda'`, `'identity'`, `'random'`, and a numpy array of shape `(n_features_a, n_features_b)`.  - `'auto'` Depending on `n_components`, the most reasonable initialization is chosen. If `n_components <= min(n_features, n_classes - 1)` we use `'lda'`, as it uses labels information. If not, but `n_components < min(n_features, n_samples)`, we use `'pca'`, as it projects data in meaningful directions (those of higher variance). Otherwise, we just use `'identity'`.  - `'pca'` `n_components` principal components of the inputs passed to :meth:`fit` will be used to initialize the transformation. (See :class:`~sklearn.decomposition.PCA`)  - `'lda'` `min(n_components, n_classes)` most discriminative components of the inputs passed to :meth:`fit` will be used to initialize the transformation. (If `n_components > n_classes`, the rest of the components will be zero.) (See :class:`~sklearn.discriminant_analysis.LinearDiscriminantAnalysis`)  - `'identity'` If `n_components` is strictly smaller than the dimensionality of the inputs passed to :meth:`fit`, the identity matrix will be truncated to the first `n_components` rows.  - `'random'` The initial transformation will be a random array of shape `(n_components, n_features)`. Each value is sampled from the standard normal distribution.  - numpy array `n_features_b` must match the dimensionality of the inputs passed to :meth:`fit` and n_features_a must be less than or equal to that. If `n_components` is not `None`, `n_features_a` must match it.  warm_start : bool, default=False If `True` and :meth:`fit` has been called before, the solution of the previous call to :meth:`fit` is used as the initial linear transformation (`n_components` and `init` will be ignored).  max_iter : int, default=50 Maximum number of iterations in the optimization.  tol : float, default=1e-5 Convergence tolerance for the optimization.  callback : callable, default=None If not `None`, this function is called after every iteration of the optimizer, taking as arguments the current solution (flattened transformation matrix) and the number of iterations. This might be useful in case one wants to examine or store the transformation found after each iteration.  verbose : int, default=0 If 0, no progress messages will be printed. If 1, progress messages will be printed to stdout. If > 1, progress messages will be printed and the `disp` parameter of :func:`scipy.optimize.minimize` will be set to `verbose - 2`.  random_state : int or numpy.RandomState, default=None A pseudo random number generator object or a seed for it if int. If `init='random'`, `random_state` is used to initialize the random transformation. If `init='pca'`, `random_state` is passed as an argument to PCA when initializing the transformation. Pass an int for reproducible results across multiple function calls. See :term:`Glossary <random_state>`.  Attributes ---------- components_ : ndarray of shape (n_components, n_features) The linear transformation learned during fitting.  n_features_in_ : int Number of features seen during :term:`fit`."
Normalizer,<class 'sklearn.preprocessing._data.Normalizer'>,Large,sklearn.preprocessing._data.Normalizer,transformer,sklearn,preprocessing,_data,Normalizer,,"Normalize samples individually to unit norm.  Each sample (i.e. each row of the data matrix) with at least one non zero component is rescaled independently of other samples so that its norm (l1, l2 or inf) equals one.  This transformer is able to work both with dense numpy arrays and scipy.sparse matrix (use CSR format if you want to avoid the burden of a copy / conversion).  Scaling inputs to unit norms is a common operation for text classification or clustering for instance. For instance the dot product of two l2-normalized TF-IDF vectors is the cosine similarity of the vectors and is the base similarity metric for the Vector Space Model commonly used by the Information Retrieval community.  For an example visualization, refer to :ref:`Compare Normalizer with other scalers <plot_all_scaling_normalizer_section>`.  Read more in the :ref:`User Guide <preprocessing_normalization>`.  Parameters ---------- norm : {'l1', 'l2', 'max'}, default='l2' The norm to use to normalize each non zero sample. If norm='max' is used, values will be rescaled by the maximum of the absolute values.  copy : bool, default=True Set to False to perform inplace row normalization and avoid a copy (if the input is already a numpy array or a scipy.sparse CSR matrix).  Attributes ---------- n_features_in_ : int Number of features seen during :term:`fit`."
NuSVC,<class 'sklearn.svm._classes.NuSVC'>,"Small, Medium",sklearn.svm._classes.NuSVC,classifier,sklearn,svm,_classes,NuSVC,,"Nu-Support Vector Classification.  Similar to SVC but uses a parameter to control the number of support vectors.  The implementation is based on libsvm.  Read more in the :ref:`User Guide <svm_classification>`.  Parameters ---------- nu : float, default=0.5 An upper bound on the fraction of margin errors (see :ref:`User Guide <nu_svc>`) and a lower bound of the fraction of support vectors. Should be in the interval (0, 1].  kernel : {'linear', 'poly', 'rbf', 'sigmoid', 'precomputed'} or callable,          default='rbf' Specifies the kernel type to be used in the algorithm. If none is given, 'rbf' will be used. If a callable is given it is used to precompute the kernel matrix. For an intuitive visualization of different kernel types see :ref:`sphx_glr_auto_examples_svm_plot_svm_kernels.py`.  degree : int, default=3 Degree of the polynomial kernel function ('poly'). Must be non-negative. Ignored by all other kernels.  gamma : {'scale', 'auto'} or float, default='scale' Kernel coefficient for 'rbf', 'poly' and 'sigmoid'.  - if ``gamma='scale'`` (default) is passed then it uses 1 / (n_features * X.var()) as value of gamma, - if 'auto', uses 1 / n_features - if float, must be non-negative."
NuSVR,<class 'sklearn.svm._classes.NuSVR'>,"Small, Medium",sklearn.svm._classes.NuSVR,regressor,sklearn,svm,_classes,NuSVR,,"Nu Support Vector Regression.  Similar to NuSVC, for regression, uses a parameter nu to control the number of support vectors. However, unlike NuSVC, where nu replaces C, here nu replaces the parameter epsilon of epsilon-SVR.  The implementation is based on libsvm.  Read more in the :ref:`User Guide <svm_regression>`.  Parameters ---------- nu : float, default=0.5 An upper bound on the fraction of training errors and a lower bound of the fraction of support vectors. Should be in the interval (0, 1].  By default 0.5 will be taken.  C : float, default=1.0 Penalty parameter C of the error term. For an intuitive visualization of the effects of scaling the regularization parameter C, see :ref:`sphx_glr_auto_examples_svm_plot_svm_scale_c.py`.  kernel : {'linear', 'poly', 'rbf', 'sigmoid', 'precomputed'} or callable,          default='rbf' Specifies the kernel type to be used in the algorithm. If none is given, 'rbf' will be used. If a callable is given it is used to precompute the kernel matrix. For an intuitive visualization of different kernel types see See :ref:`sphx_glr_auto_examples_svm_plot_svm_regression.py`  degree : int, default=3 Degree of the polynomial kernel function ('poly'). Must be non-negative. Ignored by all other kernels.  gamma : {'scale', 'auto'} or float, default='scale' Kernel coefficient for 'rbf', 'poly' and 'sigmoid'.  - if ``gamma='scale'`` (default) is passed then it uses 1 / (n_features * X.var()) as value of gamma, - if 'auto', uses 1 / n_features - if float, must be non-negative."
Nystroem,<class 'sklearn.kernel_approximation.Nystroem'>,Medium,sklearn.kernel_approximation.Nystroem,transformer,sklearn,kernel_approximation,Nystroem,,,Approximate a kernel map using a subset of the training data.  Constructs an approximate feature map for an arbitrary kernel using a subset of the data as basis.  Read more in the :ref:`User Guide <nystroem_kernel_approx>`.
OAS,<class 'sklearn.covariance._shrunk_covariance.OAS'>,Small,sklearn.covariance._shrunk_covariance.OAS,unknown,sklearn,covariance,_shrunk_covariance,OAS,,"Oracle Approximating Shrinkage Estimator.  Read more in the :ref:`User Guide <shrunk_covariance>`.  Parameters ---------- store_precision : bool, default=True Specify if the estimated precision is stored.  assume_centered : bool, default=False If True, data will not be centered before computation. Useful when working with data whose mean is almost, but not exactly zero. If False (default), data will be centered before computation.  Attributes ---------- covariance_ : ndarray of shape (n_features, n_features) Estimated covariance matrix.  location_ : ndarray of shape (n_features,) Estimated location, i.e. the estimated mean.  precision_ : ndarray of shape (n_features, n_features) Estimated pseudo inverse matrix. (stored only if store_precision is True)  shrinkage_ : float coefficient in the convex combination used for the computation of the shrunk estimate. Range is [0, 1].  n_features_in_ : int Number of features seen during :term:`fit`."
OPTICS,<class 'sklearn.cluster._optics.OPTICS'>,"Small, Medium",sklearn.cluster._optics.OPTICS,cluster,sklearn,cluster,_optics,OPTICS,,"Estimate clustering structure from vector array.  OPTICS (Ordering Points To Identify the Clustering Structure), closely related to DBSCAN, finds core sample of high density and expands clusters from them [1]_. Unlike DBSCAN, keeps cluster hierarchy for a variable neighborhood radius. Better suited for usage on large datasets than the current sklearn implementation of DBSCAN.  Clusters are then extracted using a DBSCAN-like method (cluster_method = 'dbscan') or an automatic technique proposed in [1]_ (cluster_method = 'xi').  This implementation deviates from the original OPTICS by first performing k-nearest-neighborhood searches on all points to identify core sizes, then computing only the distances to unprocessed points when constructing the cluster order. Note that we do not employ a heap to manage the expansion candidates, so the time complexity will be O(n^2).  Read more in the :ref:`User Guide <optics>`.  Parameters ---------- min_samples : int > 1 or float between 0 and 1, default=5 The number of samples in a neighborhood for a point to be considered as a core point. Also, up and down steep regions can't have more than ``min_samples`` consecutive non-steep points. Expressed as an absolute number or a fraction of the number of samples (rounded to be at least 2).  max_eps : float, default=np.inf The maximum distance between two samples for one to be considered as in the neighborhood of the other. Default value of ``np.inf`` will identify clusters across all scales; reducing ``max_eps`` will result in shorter run times.  metric : str or callable, default='minkowski' Metric to use for distance computation. Any metric from scikit-learn or scipy.spatial.distance can be used.  If metric is a callable function, it is called on each pair of instances (rows) and the resulting value recorded. The callable should take two arrays as input and return one value indicating the distance between them. This works for Scipy's metrics, but is less efficient than passing the metric name as a string. If metric is ""precomputed"", `X` is assumed to be a distance matrix and must be square.  Valid values for metric are:  - from scikit-learn: ['cityblock', 'cosine', 'euclidean', 'l1', 'l2', 'manhattan']  - from scipy.spatial.distance: ['braycurtis', 'canberra', 'chebyshev', 'correlation', 'dice', 'hamming', 'jaccard', 'kulsinski', 'mahalanobis', 'minkowski', 'rogerstanimoto', 'russellrao', 'seuclidean', 'sokalmichener', 'sokalsneath', 'sqeuclidean', 'yule']  Sparse matrices are only supported by scikit-learn metrics. See the documentation for scipy.spatial.distance for details on these metrics."
OneClassSVM,<class 'sklearn.svm._classes.OneClassSVM'>,Small,sklearn.svm._classes.OneClassSVM,unknown,sklearn,svm,_classes,OneClassSVM,,"Unsupervised Outlier Detection.  Estimate the support of a high-dimensional distribution.  The implementation is based on libsvm.  Read more in the :ref:`User Guide <outlier_detection>`.  Parameters ---------- kernel : {'linear', 'poly', 'rbf', 'sigmoid', 'precomputed'} or callable,          default='rbf' Specifies the kernel type to be used in the algorithm. If none is given, 'rbf' will be used. If a callable is given it is used to precompute the kernel matrix.  degree : int, default=3 Degree of the polynomial kernel function ('poly'). Must be non-negative. Ignored by all other kernels.  gamma : {'scale', 'auto'} or float, default='scale' Kernel coefficient for 'rbf', 'poly' and 'sigmoid'.  - if ``gamma='scale'`` (default) is passed then it uses 1 / (n_features * X.var()) as value of gamma, - if 'auto', uses 1 / n_features - if float, must be non-negative."
