Model Name,Estimator Class,ModelType,Full Class Path,Primary Key,Part_2,Part_3,Part_4,Part_5,Hyperparameters
RadiusNeighborsTransformer,<class 'sklearn.neighbors._graph.RadiusNeighborsTransformer'>,transformer,<class 'sklearn.neighbors._graph.RadiusNeighborsTransformer'>,sklearn.neighbors._graph.RadiusNeighborsTransformer,neighbors,_graph,RadiusNeighborsTransformer,,"['algorithm', 'leaf_size', 'metric', 'metric_params', 'mode', 'n_jobs', 'p', 'radius']"
RandomTreesEmbedding,<class 'sklearn.ensemble._forest.RandomTreesEmbedding'>,transformer,<class 'sklearn.ensemble._forest.RandomTreesEmbedding'>,sklearn.ensemble._forest.RandomTreesEmbedding,ensemble,_forest,RandomTreesEmbedding,,"['max_depth', 'max_leaf_nodes', 'min_impurity_decrease', 'min_samples_leaf', 'min_samples_split', 'min_weight_fraction_leaf', 'n_estimators', 'n_jobs', 'random_state', 'sparse_output', 'verbose', 'warm_start']"
RobustScaler,<class 'sklearn.preprocessing._data.RobustScaler'>,transformer,<class 'sklearn.preprocessing._data.RobustScaler'>,sklearn.preprocessing._data.RobustScaler,preprocessing,_data,RobustScaler,,"['copy', 'quantile_range', 'unit_variance', 'with_centering', 'with_scaling']"
SelectFdr,<class 'sklearn.feature_selection._univariate_selection.SelectFdr'>,transformer,<class 'sklearn.feature_selection._univariate_selection.SelectFdr'>,sklearn.feature_selection._univariate_selection.SelectFdr,feature_selection,_univariate_selection,SelectFdr,,"['alpha', 'score_func']"
SelectFpr,<class 'sklearn.feature_selection._univariate_selection.SelectFpr'>,transformer,<class 'sklearn.feature_selection._univariate_selection.SelectFpr'>,sklearn.feature_selection._univariate_selection.SelectFpr,feature_selection,_univariate_selection,SelectFpr,,"['alpha', 'score_func']"
SelectFromModel,<class 'sklearn.feature_selection._from_model.SelectFromModel'>,transformer,<class 'sklearn.feature_selection._from_model.SelectFromModel'>,sklearn.feature_selection._from_model.SelectFromModel,feature_selection,_from_model,SelectFromModel,,
SelectFwe,<class 'sklearn.feature_selection._univariate_selection.SelectFwe'>,transformer,<class 'sklearn.feature_selection._univariate_selection.SelectFwe'>,sklearn.feature_selection._univariate_selection.SelectFwe,feature_selection,_univariate_selection,SelectFwe,,"['alpha', 'score_func']"
SelectKBest,<class 'sklearn.feature_selection._univariate_selection.SelectKBest'>,transformer,<class 'sklearn.feature_selection._univariate_selection.SelectKBest'>,sklearn.feature_selection._univariate_selection.SelectKBest,feature_selection,_univariate_selection,SelectKBest,,"['k', 'score_func']"
SelectPercentile,<class 'sklearn.feature_selection._univariate_selection.SelectPercentile'>,transformer,<class 'sklearn.feature_selection._univariate_selection.SelectPercentile'>,sklearn.feature_selection._univariate_selection.SelectPercentile,feature_selection,_univariate_selection,SelectPercentile,,"['percentile', 'score_func']"
SequentialFeatureSelector,<class 'sklearn.feature_selection._sequential.SequentialFeatureSelector'>,transformer,<class 'sklearn.feature_selection._sequential.SequentialFeatureSelector'>,sklearn.feature_selection._sequential.SequentialFeatureSelector,feature_selection,_sequential,SequentialFeatureSelector,,
SimpleImputer,<class 'sklearn.impute._base.SimpleImputer'>,transformer,<class 'sklearn.impute._base.SimpleImputer'>,sklearn.impute._base.SimpleImputer,impute,_base,SimpleImputer,,"['add_indicator', 'copy', 'fill_value', 'missing_values', 'strategy', 'verbose']"
SkewedChi2Sampler,<class 'sklearn.kernel_approximation.SkewedChi2Sampler'>,transformer,<class 'sklearn.kernel_approximation.SkewedChi2Sampler'>,sklearn.kernel_approximation.SkewedChi2Sampler,kernel_approximation,SkewedChi2Sampler,,,"['n_components', 'random_state', 'skewedness']"
SparseCoder,<class 'sklearn.decomposition._dict_learning.SparseCoder'>,transformer,<class 'sklearn.decomposition._dict_learning.SparseCoder'>,sklearn.decomposition._dict_learning.SparseCoder,decomposition,_dict_learning,SparseCoder,,
SparsePCA,<class 'sklearn.decomposition._sparse_pca.SparsePCA'>,transformer,<class 'sklearn.decomposition._sparse_pca.SparsePCA'>,sklearn.decomposition._sparse_pca.SparsePCA,decomposition,_sparse_pca,SparsePCA,,"['U_init', 'V_init', 'alpha', 'max_iter', 'method', 'n_components', 'n_jobs', 'random_state', 'ridge_alpha', 'tol', 'verbose']"
SparseRandomProjection,<class 'sklearn.random_projection.SparseRandomProjection'>,transformer,<class 'sklearn.random_projection.SparseRandomProjection'>,sklearn.random_projection.SparseRandomProjection,random_projection,SparseRandomProjection,,,"['compute_inverse_components', 'dense_output', 'density', 'eps', 'n_components', 'random_state']"
SplineTransformer,<class 'sklearn.preprocessing._polynomial.SplineTransformer'>,transformer,<class 'sklearn.preprocessing._polynomial.SplineTransformer'>,sklearn.preprocessing._polynomial.SplineTransformer,preprocessing,_polynomial,SplineTransformer,,"['degree', 'extrapolation', 'include_bias', 'knots', 'n_knots', 'order']"
StandardScaler,<class 'sklearn.preprocessing._data.StandardScaler'>,transformer,<class 'sklearn.preprocessing._data.StandardScaler'>,sklearn.preprocessing._data.StandardScaler,preprocessing,_data,StandardScaler,,"['copy', 'with_mean', 'with_std']"
TSNE,<class 'sklearn.manifold._t_sne.TSNE'>,transformer,<class 'sklearn.manifold._t_sne.TSNE'>,sklearn.manifold._t_sne.TSNE,manifold,_t_sne,TSNE,,"['angle', 'early_exaggeration', 'init', 'learning_rate', 'method', 'metric', 'metric_params', 'min_grad_norm', 'n_components', 'n_iter', 'n_iter_without_progress', 'n_jobs', 'perplexity', 'random_state', 'square_distances', 'verbose']"
TargetEncoder,<class 'sklearn.preprocessing._target_encoder.TargetEncoder'>,transformer,<class 'sklearn.preprocessing._target_encoder.TargetEncoder'>,sklearn.preprocessing._target_encoder.TargetEncoder,preprocessing,_target_encoder,TargetEncoder,,
TfidfTransformer,<class 'sklearn.feature_extraction.text.TfidfTransformer'>,transformer,<class 'sklearn.feature_extraction.text.TfidfTransformer'>,sklearn.feature_extraction.text.TfidfTransformer,feature_extraction,text,TfidfTransformer,,"['norm', 'smooth_idf', 'sublinear_tf', 'use_idf']"
TruncatedSVD,<class 'sklearn.decomposition._truncated_svd.TruncatedSVD'>,transformer,<class 'sklearn.decomposition._truncated_svd.TruncatedSVD'>,sklearn.decomposition._truncated_svd.TruncatedSVD,decomposition,_truncated_svd,TruncatedSVD,,"['algorithm', 'n_components', 'n_iter', 'n_oversamples', 'power_iteration_normalizer', 'random_state', 'tol']"
VarianceThreshold,<class 'sklearn.feature_selection._variance_threshold.VarianceThreshold'>,transformer,<class 'sklearn.feature_selection._variance_threshold.VarianceThreshold'>,sklearn.feature_selection._variance_threshold.VarianceThreshold,feature_selection,_variance_threshold,VarianceThreshold,,['threshold']
BayesianGaussianMixture,<class 'sklearn.mixture._bayesian_mixture.BayesianGaussianMixture'>,All,<class 'sklearn.mixture._bayesian_mixture.BayesianGaussianMixture'>,sklearn.mixture._bayesian_mixture.BayesianGaussianMixture,mixture,_bayesian_mixture,BayesianGaussianMixture,,"['covariance_prior', 'covariance_type', 'degrees_of_freedom_prior', 'init_params', 'max_iter', 'mean_precision_prior', 'mean_prior', 'n_components', 'n_init', 'random_state', 'reg_covar', 'tol', 'verbose', 'verbose_interval', 'warm_start', 'weight_concentration_prior', 'weight_concentration_prior_type']"
CountVectorizer,<class 'sklearn.feature_extraction.text.CountVectorizer'>,All,<class 'sklearn.feature_extraction.text.CountVectorizer'>,sklearn.feature_extraction.text.CountVectorizer,feature_extraction,text,CountVectorizer,,"['analyzer', 'binary', 'decode_error', 'dtype', 'encoding', 'input', 'lowercase', 'max_df', 'max_features', 'min_df', 'ngram_range', 'preprocessor', 'stop_words', 'strip_accents', 'token_pattern', 'tokenizer', 'vocabulary']"
EllipticEnvelope,<class 'sklearn.covariance._elliptic_envelope.EllipticEnvelope'>,All,<class 'sklearn.covariance._elliptic_envelope.EllipticEnvelope'>,sklearn.covariance._elliptic_envelope.EllipticEnvelope,covariance,_elliptic_envelope,EllipticEnvelope,,"['assume_centered', 'contamination', 'random_state', 'store_precision', 'support_fraction']"
EmpiricalCovariance,<class 'sklearn.covariance._empirical_covariance.EmpiricalCovariance'>,All,<class 'sklearn.covariance._empirical_covariance.EmpiricalCovariance'>,sklearn.covariance._empirical_covariance.EmpiricalCovariance,covariance,_empirical_covariance,EmpiricalCovariance,,"['assume_centered', 'store_precision']"
FrozenEstimator,<class 'sklearn.frozen._frozen.FrozenEstimator'>,All,<class 'sklearn.frozen._frozen.FrozenEstimator'>,sklearn.frozen._frozen.FrozenEstimator,frozen,_frozen,FrozenEstimator,,
GaussianMixture,<class 'sklearn.mixture._gaussian_mixture.GaussianMixture'>,All,<class 'sklearn.mixture._gaussian_mixture.GaussianMixture'>,sklearn.mixture._gaussian_mixture.GaussianMixture,mixture,_gaussian_mixture,GaussianMixture,,"['covariance_type', 'init_params', 'max_iter', 'means_init', 'n_components', 'n_init', 'precisions_init', 'random_state', 'reg_covar', 'tol', 'verbose', 'verbose_interval', 'warm_start', 'weights_init']"
GraphicalLasso,<class 'sklearn.covariance._graph_lasso.GraphicalLasso'>,All,<class 'sklearn.covariance._graph_lasso.GraphicalLasso'>,sklearn.covariance._graph_lasso.GraphicalLasso,covariance,_graph_lasso,GraphicalLasso,,"['alpha', 'assume_centered', 'enet_tol', 'max_iter', 'mode', 'tol', 'verbose']"
GraphicalLassoCV,<class 'sklearn.covariance._graph_lasso.GraphicalLassoCV'>,All,<class 'sklearn.covariance._graph_lasso.GraphicalLassoCV'>,sklearn.covariance._graph_lasso.GraphicalLassoCV,covariance,_graph_lasso,GraphicalLassoCV,,"['alphas', 'assume_centered', 'cv', 'enet_tol', 'max_iter', 'mode', 'n_jobs', 'n_refinements', 'tol', 'verbose']"
GridSearchCV,<class 'sklearn.model_selection._search.GridSearchCV'>,All,<class 'sklearn.model_selection._search.GridSearchCV'>,sklearn.model_selection._search.GridSearchCV,model_selection,_search,GridSearchCV,,
IsolationForest,<class 'sklearn.ensemble._iforest.IsolationForest'>,All,<class 'sklearn.ensemble._iforest.IsolationForest'>,sklearn.ensemble._iforest.IsolationForest,ensemble,_iforest,IsolationForest,,"['bootstrap', 'contamination', 'max_features', 'max_samples', 'n_estimators', 'n_jobs', 'random_state', 'verbose', 'warm_start']"
KernelDensity,<class 'sklearn.neighbors._kde.KernelDensity'>,All,<class 'sklearn.neighbors._kde.KernelDensity'>,sklearn.neighbors._kde.KernelDensity,neighbors,_kde,KernelDensity,,"['algorithm', 'atol', 'bandwidth', 'breadth_first', 'kernel', 'leaf_size', 'metric', 'metric_params', 'rtol']"
LedoitWolf,<class 'sklearn.covariance._shrunk_covariance.LedoitWolf'>,All,<class 'sklearn.covariance._shrunk_covariance.LedoitWolf'>,sklearn.covariance._shrunk_covariance.LedoitWolf,covariance,_shrunk_covariance,LedoitWolf,,"['assume_centered', 'block_size', 'store_precision']"
LocalOutlierFactor,<class 'sklearn.neighbors._lof.LocalOutlierFactor'>,All,<class 'sklearn.neighbors._lof.LocalOutlierFactor'>,sklearn.neighbors._lof.LocalOutlierFactor,neighbors,_lof,LocalOutlierFactor,,"['algorithm', 'contamination', 'leaf_size', 'metric', 'metric_params', 'n_jobs', 'n_neighbors', 'novelty', 'p']"
MDS,<class 'sklearn.manifold._mds.MDS'>,All,<class 'sklearn.manifold._mds.MDS'>,sklearn.manifold._mds.MDS,manifold,_mds,MDS,,"['dissimilarity', 'eps', 'max_iter', 'metric', 'n_components', 'n_init', 'n_jobs', 'random_state', 'verbose']"
MinCovDet,<class 'sklearn.covariance._robust_covariance.MinCovDet'>,All,<class 'sklearn.covariance._robust_covariance.MinCovDet'>,sklearn.covariance._robust_covariance.MinCovDet,covariance,_robust_covariance,MinCovDet,,"['assume_centered', 'random_state', 'store_precision', 'support_fraction']"
NearestNeighbors,<class 'sklearn.neighbors._unsupervised.NearestNeighbors'>,All,<class 'sklearn.neighbors._unsupervised.NearestNeighbors'>,sklearn.neighbors._unsupervised.NearestNeighbors,neighbors,_unsupervised,NearestNeighbors,,"['algorithm', 'leaf_size', 'metric', 'metric_params', 'n_jobs', 'n_neighbors', 'p', 'radius']"
OAS,<class 'sklearn.covariance._shrunk_covariance.OAS'>,All,<class 'sklearn.covariance._shrunk_covariance.OAS'>,sklearn.covariance._shrunk_covariance.OAS,covariance,_shrunk_covariance,OAS,,"['assume_centered', 'store_precision']"
OneClassSVM,<class 'sklearn.svm._classes.OneClassSVM'>,All,<class 'sklearn.svm._classes.OneClassSVM'>,sklearn.svm._classes.OneClassSVM,svm,_classes,OneClassSVM,,"['cache_size', 'coef0', 'degree', 'gamma', 'kernel', 'max_iter', 'nu', 'shrinking', 'tol', 'verbose']"
Pipeline,<class 'sklearn.pipeline.Pipeline'>,All,<class 'sklearn.pipeline.Pipeline'>,sklearn.pipeline.Pipeline,pipeline,Pipeline,,,
RandomizedSearchCV,<class 'sklearn.model_selection._search.RandomizedSearchCV'>,All,<class 'sklearn.model_selection._search.RandomizedSearchCV'>,sklearn.model_selection._search.RandomizedSearchCV,model_selection,_search,RandomizedSearchCV,,
SGDOneClassSVM,<class 'sklearn.linear_model._stochastic_gradient.SGDOneClassSVM'>,All,<class 'sklearn.linear_model._stochastic_gradient.SGDOneClassSVM'>,sklearn.linear_model._stochastic_gradient.SGDOneClassSVM,linear_model,_stochastic_gradient,SGDOneClassSVM,,"['average', 'eta0', 'fit_intercept', 'learning_rate', 'max_iter', 'nu', 'power_t', 'random_state', 'shuffle', 'tol', 'verbose', 'warm_start']"
ShrunkCovariance,<class 'sklearn.covariance._shrunk_covariance.ShrunkCovariance'>,All,<class 'sklearn.covariance._shrunk_covariance.ShrunkCovariance'>,sklearn.covariance._shrunk_covariance.ShrunkCovariance,covariance,_shrunk_covariance,ShrunkCovariance,,"['assume_centered', 'shrinkage', 'store_precision']"
SpectralBiclustering,<class 'sklearn.cluster._bicluster.SpectralBiclustering'>,All,<class 'sklearn.cluster._bicluster.SpectralBiclustering'>,sklearn.cluster._bicluster.SpectralBiclustering,cluster,_bicluster,SpectralBiclustering,,"['init', 'method', 'mini_batch', 'n_best', 'n_clusters', 'n_components', 'n_init', 'n_svd_vecs', 'random_state', 'svd_method']"
SpectralCoclustering,<class 'sklearn.cluster._bicluster.SpectralCoclustering'>,All,<class 'sklearn.cluster._bicluster.SpectralCoclustering'>,sklearn.cluster._bicluster.SpectralCoclustering,cluster,_bicluster,SpectralCoclustering,,"['init', 'mini_batch', 'n_clusters', 'n_init', 'n_svd_vecs', 'random_state', 'svd_method']"
SpectralEmbedding,<class 'sklearn.manifold._spectral_embedding.SpectralEmbedding'>,All,<class 'sklearn.manifold._spectral_embedding.SpectralEmbedding'>,sklearn.manifold._spectral_embedding.SpectralEmbedding,manifold,_spectral_embedding,SpectralEmbedding,,"['affinity', 'eigen_solver', 'gamma', 'n_components', 'n_jobs', 'n_neighbors', 'random_state']"
TfidfVectorizer,<class 'sklearn.feature_extraction.text.TfidfVectorizer'>,All,<class 'sklearn.feature_extraction.text.TfidfVectorizer'>,sklearn.feature_extraction.text.TfidfVectorizer,feature_extraction,text,TfidfVectorizer,,"['analyzer', 'binary', 'decode_error', 'dtype', 'encoding', 'input', 'lowercase', 'max_df', 'max_features', 'min_df', 'ngram_range', 'norm', 'preprocessor', 'smooth_idf', 'stop_words', 'strip_accents', 'sublinear_tf', 'token_pattern', 'tokenizer', 'use_idf', 'vocabulary']"
